X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
2716N: Security Apparatus - Fund for Peace,0353: Agriculture value added per worker  (constant 2005 US$) - WDI,0.47004,0.14466125,0.09266999,0.46945,6.129283,-0.5704198
2716N: Security Apparatus - Fund for Peace,0028: Surface area  (sq. km) - WDI,0.46702,0.46696377,0.38376,0.46702,6.2479277,0.007498247
2716N: Security Apparatus - Fund for Peace,0781: Adjusted net national income per capita  (current US$) - WDI,0.46274,-0.03432852,0.04394999,0.46274,6.169925,-0.70503086
2716N: Security Apparatus - Fund for Peace,1297: Population ages 65 and above  (% of total) - WDI,0.46155,0.033369005,0.108940005,0.46155,6.2094536,-0.6543554
2716N: Security Apparatus - Fund for Peace,0020: Land area  (sq. km) - WDI,0.46081,0.46067354,0.375,0.46081,6.2479277,0.011681359
2716N: Security Apparatus - Fund for Peace,0379: Electric power consumption  (kWh per capita) - WDI,0.45956,0.14722812,0.10225001,0.45596,6.044394,-0.5588666
2716N: Security Apparatus - Fund for Peace,0642: Secure Internet servers  (per 1 million people) - WDI,0.45948,0.14172268,0.068670005,0.45948,6.2094536,-0.56369966
2716N: Security Apparatus - Fund for Peace,2711: Uneven Development - Fund for Peace,0.45873,-0.14793417,0.033790022,0.45873,5.70044,0.7788865
2716N: Security Apparatus - Fund for Peace,1025: Number of neonatal deaths - WDI,0.45219,0.41845003,0.16075,0.45219,6.2479277,0.18368447
2716N: Security Apparatus - Fund for Peace,0830: GNI per capita; Atlas method  (current US$) - WDI,0.45038,-0.03062597,0.04934001,0.45038,6.2094536,-0.69354594
2716N: Security Apparatus - Fund for Peace,1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI,0.44949,-0.063631654,0.049390018,0.44949,6.087463,-0.7163251
2716N: Security Apparatus - Fund for Peace,1028: Mortality rate; under-5  (per 1;000 live births) - WDI,0.44463,0.1351127,0.048160017,0.44463,4.169925,0.5563428
2716N: Security Apparatus - Fund for Peace,2710: Group Grievance - Fund for Peace,0.44249,-0.21790794,0.02076,0.44249,5.4594316,0.8126487
2716N: Security Apparatus - Fund for Peace,1283: Mortality rate; infant  (per 1;000 live births) - WDI,0.44202,0.0852083,0.04918,0.44202,4.321928,0.5973372
2716N: Security Apparatus - Fund for Peace,1299: Age dependency ratio; old  (% of working-age population) - WDI,0.44125,0.024844408,0.13054001,0.44125,6.169925,-0.64529496
2716N: Security Apparatus - Fund for Peace,2718: External Intervention - Fund for Peace,0.4377,-0.1570876,0.060799986,0.4377,6.129283,0.77122474
2716N: Security Apparatus - Fund for Peace,0836: GNI per capita; PPP  (constant 2011 international $) - WDI,0.43563,0.007457584,0.056430012,0.43563,6.044394,-0.65434885
2716N: Security Apparatus - Fund for Peace,0640: Fixed broadband subscriptions  (per 100 people) - WDI,0.43129,-0.11080995,0.049219996,0.42959,6.2094536,-0.73627436
2716N: Security Apparatus - Fund for Peace,1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,0.42835,-0.11503366,0.049219996,0.42835,6.169925,-0.7371456
2716N: Security Apparatus - Fund for Peace,0808: GDP per capita  (current US$) - WDI,0.42447,-0.028907716,0.03678,0.42424,6.2479277,-0.6733333
2716N: Security Apparatus - Fund for Peace,1051: Lifetime risk of maternal death  (%) - WDI,0.42283,0.22003715,0.06707001,0.42283,6.2479277,0.45032525
2716N: Security Apparatus - Fund for Peace,1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI,0.42066,0.028772056,0.057310015,0.42066,6.2479277,-0.6260095
2716N: Security Apparatus - Fund for Peace,1285: Life expectancy at birth; female  (years) - WDI,0.41656,0.061852932,0.03812,0.41656,6.087463,-0.5955729
2716N: Security Apparatus - Fund for Peace,0643: Internet users  (per 100 people) - WDI,0.41591,-0.1313811,0.03659001,0.41591,6.2094536,-0.7397913
2716N: Security Apparatus - Fund for Peace,1021: Number of infant deaths - WDI,0.41587,0.36928028,0.11887002,0.41587,6.2479277,0.21584658
2716N: Security Apparatus - Fund for Peace,0952: School enrollment; secondary  (% gross) - WDI,0.41484,0.0121383965,0.04148999,0.41484,5.857981,-0.63458776
2716N: Security Apparatus - Fund for Peace,0638: Fixed telephone subscriptions  (per 100 people) - WDI,0.41473,-0.071567714,0.064910024,0.41473,6.2479277,-0.6973505
2716N: Security Apparatus - Fund for Peace,1899: Percentage of Individuals using the Internet (%) - ITU,0.41451,-0.13131398,0.03593999,0.41451,6.2094536,-0.73879904
2716N: Security Apparatus - Fund for Peace,1898: Fixed-telephone subscriptions per 100 inhabitants - ITU,0.41424,-0.071635425,0.061499983,0.41424,6.0,-0.69704765
2716N: Security Apparatus - Fund for Peace,1034: Improved water source; urban  (% of urban population with access) - WDI,0.41348,0.17755203,0.049280018,0.41016,6.2479277,-0.48572418
2716N: Security Apparatus - Fund for Peace,1035: Improved water source  (% of population with access) - WDI,0.41164,0.09821233,0.048480004,0.41164,6.087463,-0.5598461
2716N: Security Apparatus - Fund for Peace,0004: Agricultural land  (sq. km) - WDI,0.41106,0.41094136,0.32232,0.41106,6.2479277,0.010892797
2716N: Security Apparatus - Fund for Peace,1023: Number of under-five deaths - WDI,0.41016,0.35966498,0.11486,0.41016,6.2479277,0.224711
2716N: Security Apparatus - Fund for Peace,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,0.40995,0.004566014,0.04843998,0.40995,5.4594316,0.6366977
2716N: Security Apparatus - Fund for Peace,0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI,0.40594,0.0074109435,0.055680007,0.40594,6.0,-0.63129157
2716N: Security Apparatus - Fund for Peace,1049: Number of maternal deaths - WDI,0.40539,0.3365585,0.09718001,0.40539,6.2479277,0.2623576
2716N: Security Apparatus - Fund for Peace,1295: Population ages 0-14  (% of total) - WDI,0.40493,-0.006824076,0.06875998,0.40493,6.2479277,0.64168066
2716N: Security Apparatus - Fund for Peace,0953: School enrollment; secondary; female  (% gross) - WDI,0.40262,-6.553531E-5,0.05173999,0.40262,5.857981,-0.63457507
2716N: Security Apparatus - Fund for Peace,0380: Energy use  (kg of oil equivalent per capita) - WDI,0.40013,0.16070756,0.063710004,0.40013,5.9541965,-0.48930812
2716N: Security Apparatus - Fund for Peace,1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI,0.3993,0.17191434,0.046030015,0.3993,6.2094536,0.47684973
2716N: Security Apparatus - Fund for Peace,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,0.39871,0.1849541,0.075250015,0.39871,6.0,-0.46233743
2716N: Security Apparatus - Fund for Peace,0736: Agriculture; value added  (% of GDP) - WDI,0.39716,0.075036705,0.06239,0.39426,6.169925,0.56755906
2716N: Security Apparatus - Fund for Peace,0954: School enrollment; secondary; male  (% gross) - WDI,0.39239,0.0013821125,0.030320019,0.39239,5.807355,-0.62530625
2716N: Security Apparatus - Fund for Peace,1300: Age dependency ratio; young  (% of working-age population) - WDI,0.39236,0.028433144,0.063109994,0.39236,6.169925,0.6032635
2716N: Security Apparatus - Fund for Peace,1310: Rural population - WDI,0.39102,0.37987536,0.25084,0.39102,6.2479277,0.105568156
2716N: Security Apparatus - Fund for Peace,0814: GDP per capita; PPP  (constant 2011 international $) - WDI,0.38955,0.017262489,0.06444001,0.38955,4.5849624,-0.6101537
2716N: Security Apparatus - Fund for Peace,1289: Survival to age 65; female  (% of cohort) - WDI,0.38427,0.088232666,0.040520012,0.38427,6.2479277,-0.54409313
2716N: Security Apparatus - Fund for Peace,0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI,0.38356,-0.11084455,0.057359993,0.38356,6.129283,-0.70313907
2716N: Security Apparatus - Fund for Peace,0835: GNI per capita; PPP  (current international $) - WDI,0.38288,4.5919418E-4,0.031729996,0.38288,4.5849624,-0.6184018
2716N: Security Apparatus - Fund for Peace,1278: Birth rate; crude  (per 1;000 people) - WDI,0.382,0.01619637,0.05689001,0.382,5.7548876,0.60481703
2716N: Security Apparatus - Fund for Peace,1167: GDP per person employed  (constant 2011 PPP $) - WDI,0.37639,0.08721995,0.047560006,0.37639,6.2094536,-0.53774536
2716N: Security Apparatus - Fund for Peace,1266: Refugee population by country or territory of origin - WDI,0.37582,0.29655403,0.11324,0.37582,6.2479277,0.28154212
2716N: Security Apparatus - Fund for Peace,0813: GDP per capita; PPP  (current international $) - WDI,0.37396,0.008017898,0.03522998,0.37396,4.5849624,-0.6049315
2716N: Security Apparatus - Fund for Peace,1058: Improved sanitation facilities  (% of population with access) - WDI,0.37291,0.089849085,0.09324999,0.37291,6.2094536,-0.5320347
2716N: Security Apparatus - Fund for Peace,1033: Improved water source; rural  (% of rural population with access) - WDI,0.37102,0.046445996,0.06910998,0.36922,6.2479277,-0.56971395
2716N: Security Apparatus - Fund for Peace,1286: Life expectancy at birth; total  (years) - WDI,0.36783,0.0029381514,0.034259975,0.36783,6.2479277,-0.6040628
2716N: Security Apparatus - Fund for Peace,1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI,0.36413,0.11912148,0.10756001,0.36374,6.2479277,-0.49498335
2716N: Security Apparatus - Fund for Peace,0641: Secure Internet servers - WDI,0.36408,0.3111134,0.039349973,0.36408,6.2094536,-0.23014478
2716N: Security Apparatus - Fund for Peace,0574: Time required to enforce a contract  (days) - WDI,0.36077,0.28937104,0.25664,0.36077,6.169925,0.2672058
2716N: Security Apparatus - Fund for Peace,0006: Arable land  (hectares) - WDI,0.35696,0.3564119,0.25866,0.35696,6.2479277,0.02341114
2716N: Security Apparatus - Fund for Peace,0017: Forest area  (% of land area) - WDI,0.35536,0.34580404,0.28608,0.35536,6.2479277,-0.09775459
2716N: Security Apparatus - Fund for Peace,1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI,0.35452,0.06689423,0.08453001,0.35185,6.2479277,-0.5363075
2716N: Security Apparatus - Fund for Peace,2712: Poverty and Economic Decline - Fund for Peace,0.35344,-0.13800696,0.0388,0.35344,5.2479277,0.70103276
2716N: Security Apparatus - Fund for Peace,0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI,0.35232,-0.024216741,0.06496,0.35232,5.9541965,-0.6136259
2716N: Security Apparatus - Fund for Peace,2709: Refugees and IDPs - Fund for Peace,0.35028,-0.19319212,0.027549982,0.35028,5.4594316,0.7372056
2716N: Security Apparatus - Fund for Peace,0456: Commercial bank branches  (per 100;000 adults) - WDI,0.34894,0.16201168,0.08345002,0.34625,6.2094536,-0.4323521
2716N: Security Apparatus - Fund for Peace,0851: DEC alternative conversion factor  (LCU per US$) - WDI,0.34844,0.32803375,0.17666999,0.34492,6.2479277,0.14285038
2716N: Security Apparatus - Fund for Peace,0460: Domestic credit to private sector by banks  (% of GDP) - WDI,0.34646,0.3363814,0.051210016,0.34646,6.169925,-0.10039224
2716N: Security Apparatus - Fund for Peace,0834: GNI per capita  (constant LCU) - WDI,0.3463,0.34346175,0.2723,0.34254,6.087463,0.053275254
2716N: Security Apparatus - Fund for Peace,2719: Human Flight - Fund for Peace,0.34564,-0.118756294,0.03397,0.34564,4.4594316,0.6814663
2716N: Security Apparatus - Fund for Peace,1093: Incidence of tuberculosis  (per 100;000 people) - WDI,0.34547,0.26050884,0.0862,0.34547,6.2479277,0.29148102
2716N: Security Apparatus - Fund for Peace,0571: Time to import  (days) - WDI,0.34304,0.03366056,0.046909988,0.34304,6.129283,0.55621886
2716N: Security Apparatus - Fund for Peace,1287: Life expectancy at birth; male  (years) - WDI,0.3424,-0.023205817,0.045839995,0.3424,5.4594316,-0.6046535
2716N: Security Apparatus - Fund for Peace,2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO,0.34166,0.21572001,0.06628999,0.34062,6.087463,-0.35488024
2716N: Security Apparatus - Fund for Peace,0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI,0.34058,0.1862289,0.06008999,0.34058,5.70044,-0.3928754
2716N: Security Apparatus - Fund for Peace,0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI,0.3401,-0.008123785,0.057300016,0.33719,6.2479277,-0.5901049
2716N: Security Apparatus - Fund for Peace,0796: Gross value added at factor cost  (constant 2005 US$) - WDI,0.33951,0.27399552,0.08383,0.33242,6.044394,-0.25595796
2716N: Security Apparatus - Fund for Peace,0016: Forest area  (sq. km) - WDI,0.33889,0.33878973,0.28495,0.33889,6.2479277,0.01001285
2716N: Security Apparatus - Fund for Peace,0059: ICT service exports  (BoP; current US$) - WDI,0.33869,0.20214103,0.016559988,0.33598,6.044394,-0.36952534
2716N: Security Apparatus - Fund for Peace,1288: Fertility rate; total  (births per woman) - WDI,0.33774,0.034673125,0.059599996,0.33774,6.169925,0.5505151
2716N: Security Apparatus - Fund for Peace,0812: GDP per capita  (constant LCU) - WDI,0.3368,0.3351871,0.26380002,0.33355,6.2479277,0.040161088
2716N: Security Apparatus - Fund for Peace,0553: Time to export  (days) - WDI,0.33654,0.047869354,0.05359,0.33654,6.2094536,0.5372808
2716N: Security Apparatus - Fund for Peace,1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI,0.33499,0.14005771,0.05059001,0.33499,4.70044,0.44151136
2716N: Security Apparatus - Fund for Peace,0577: Cost of business start-up procedures  (% of GNI per capita) - WDI,0.33128,0.20104845,0.056649983,0.33128,6.129283,0.36087608
2716N: Security Apparatus - Fund for Peace,2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO,0.33055,0.12577859,0.05790001,0.33055,6.087463,-0.45251673
2716N: Security Apparatus - Fund for Peace,0580: Time to prepare and pay taxes  (hours) - WDI,0.32982,0.27714735,0.18215,0.32982,6.169925,0.22950523
2716N: Security Apparatus - Fund for Peace,0062: Primary income receipts  (BoP; current US$) - WDI,0.32934,0.19281396,0.05986002,0.32934,6.129283,-0.36949432
2716N: Security Apparatus - Fund for Peace,2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,0.32881,0.22413924,0.066440016,0.32881,6.129283,-0.32352862
2716N: Security Apparatus - Fund for Peace,0735: Agriculture; value added  (constant LCU) - WDI,0.32856,0.32309315,0.17851,0.32493,6.169925,0.07393819
2716N: Security Apparatus - Fund for Peace,0361: Electric power transmission and distribution losses  (% of output) - WDI,0.32781,0.19191064,0.056720003,0.32781,5.857981,0.36864528
2716N: Security Apparatus - Fund for Peace,1304: Population; total - WDI,0.32688,0.32190812,0.18609,0.32688,6.2479277,0.07051164
2716N: Security Apparatus - Fund for Peace,1075: People practicing open defecation  (% of population) - WDI,0.32598,0.17989416,0.04649,0.32598,6.2094536,0.38221177
2716N: Security Apparatus - Fund for Peace,0844: Net taxes on products  (current US$) - WDI,0.32597,0.25688016,0.042559996,0.32597,6.044394,-0.26284945
2716N: Security Apparatus - Fund for Peace,0896: Primary education; pupils - WDI,0.32268,0.30571842,0.20368,0.3187,6.129283,0.13023663
2716N: Security Apparatus - Fund for Peace,0010: Permanent cropland  (% of land area) - WDI,0.32261,0.2989099,0.24862999,0.32261,6.2479277,0.15394835
2716N: Security Apparatus - Fund for Peace,2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,0.32175,0.17747854,0.045140013,0.32175,6.044394,-0.3798308
2716N: Security Apparatus - Fund for Peace,0654: Armed forces personnel; total - WDI,0.32168,0.3021518,0.25815,0.32168,6.169925,0.13974342
2716N: Security Apparatus - Fund for Peace,2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,0.32012,0.30009463,0.04593,0.32012,5.857981,-0.14151104
2716N: Security Apparatus - Fund for Peace,1312: Rural population  (% of total population) - WDI,0.31951,0.018353373,0.086420015,0.31951,6.2479277,0.5487774
2716N: Security Apparatus - Fund for Peace,1315: Urban population  (% of total) - WDI,0.31951,0.01835227,0.087740004,0.31951,6.2479277,-0.5487784
2716N: Security Apparatus - Fund for Peace,2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO,0.31717,0.167591,0.036899984,0.31717,6.0,-0.38675442
2716N: Security Apparatus - Fund for Peace,0552: Documents to export  (number) - WDI,0.31691,-0.038347363,0.02809,0.31691,5.5849624,0.5960347
2716N: Security Apparatus - Fund for Peace,0378: Combustible renewables and waste  (% of total energy) - WDI,0.31593,0.17297103,0.15850002,0.31199,6.044394,0.37809917
2716N: Security Apparatus - Fund for Peace,0492: Domestic credit to private sector  (% of GDP) - WDI,0.31587,-0.02011782,0.052439988,0.31587,6.169925,-0.57964456
2716N: Security Apparatus - Fund for Peace,2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,0.31429,0.24257165,0.040879995,0.31088,6.129283,-0.2678028
2716N: Security Apparatus - Fund for Peace,1402: Commercial service exports  (current US$) - WDI,0.31428,0.16134274,0.040520012,0.31428,6.129283,-0.39107195
2716N: Security Apparatus - Fund for Peace,0739: Manufacturing; value added  (constant 2005 US$) - WDI,0.31398,0.2402134,0.05173999,0.31398,5.523562,-0.2716001
2716N: Security Apparatus - Fund for Peace,2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,0.31374,0.17814313,0.052670017,0.31374,5.7548876,-0.36823478
2716N: Security Apparatus - Fund for Peace,1073: People practicing open defecation; rural  (% of rural population) - WDI,0.31209,0.1560419,0.040820003,0.31209,6.169925,0.39502925
2716N: Security Apparatus - Fund for Peace,1952: Number of neonatal deaths (thousands) - WHO,0.31188,0.27828363,0.043500006,0.3118,6.2479277,0.18329313
2716N: Security Apparatus - Fund for Peace,0848: Net current transfers from abroad  (current LCU) - WDI,0.31062,0.30237016,0.08973001,0.31062,6.087463,0.09082866
2716N: Security Apparatus - Fund for Peace,1290: Survival to age 65; male  (% of cohort) - WDI,0.31057,-0.0017858744,0.06651999,0.31057,4.5849624,-0.5588881
2716N: Security Apparatus - Fund for Peace,2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,0.30963,0.16848856,0.040030003,0.30963,5.643856,-0.37568796
2716N: Security Apparatus - Fund for Peace,1232: Labor force; total - WDI,0.3091,0.30697447,0.19929999,0.3058,6.2479277,0.046103332
2716N: Security Apparatus - Fund for Peace,0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,0.30872,0.060704485,0.07057999,0.30629,6.2094536,0.49801156
2716N: Security Apparatus - Fund for Peace,2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,0.30829,0.2984226,0.041909993,0.30829,6.044394,-0.0993348
2716N: Security Apparatus - Fund for Peace,1103: Health expenditure; public  (% of GDP) - WDI,0.30709,-0.07886922,0.05517,0.30709,6.2479277,-0.6212562
2716N: Security Apparatus - Fund for Peace,0756: Services; etc.; value added  (constant 2005 US$) - WDI,0.30677,0.25058287,0.060389996,0.30677,5.9068904,-0.23703821
2716N: Security Apparatus - Fund for Peace,0066: Service exports  (BoP; current US$) - WDI,0.30664,0.15603518,0.047439992,0.30582,6.169925,-0.38807836
2716N: Security Apparatus - Fund for Peace,0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,0.30636,0.28728637,0.1597,0.30636,6.169925,0.13810731
2716N: Security Apparatus - Fund for Peace,0853: PPP conversion factor; GDP  (LCU per international $) - WDI,0.30603,0.28785568,0.17145,0.30306,6.2479277,0.13481218
2716N: Security Apparatus - Fund for Peace,1362: Merchandise imports from high-income economies  (% of total merchandise imports) - WDI,0.30534,0.0061415136,0.09000999,0.30534,6.2094536,-0.5469904
2716N: Security Apparatus - Fund for Peace,1403: High-technology exports  (current US$) - WDI,0.30493,0.25968248,0.051090002,0.30493,4.807355,-0.21271467
2716N: Security Apparatus - Fund for Peace,2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO,0.30468,0.15776521,0.046089977,0.30468,6.2094536,-0.38329464
2716N: Security Apparatus - Fund for Peace,2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO,0.3034,0.20726244,0.041689992,0.3034,5.857981,-0.3100606
2716N: Security Apparatus - Fund for Peace,0885: School enrollment; preprimary  (% gross) - WDI,0.30272,-0.022746861,0.05675,0.30272,5.9541965,-0.57049704
2716N: Security Apparatus - Fund for Peace,0032: Primary income payments  (BoP; current US$) - WDI,0.30232,0.16171512,0.049620003,0.30232,6.044394,-0.37497318
2716N: Security Apparatus - Fund for Peace,0827: GNI  (constant LCU) - WDI,0.30164,0.29757258,0.21907,0.29742,6.087463,0.06377623
2716N: Security Apparatus - Fund for Peace,0699: Exports of goods and services  (constant 2005 US$) - WDI,0.30056,0.19246972,0.075880006,0.30056,5.643856,-0.32877088
2716N: Security Apparatus - Fund for Peace,0759: Services; etc.; value added  (% of GDP) - WDI,0.29791,0.05120437,0.05486001,0.29507,6.169925,-0.4966947
2716N: Security Apparatus - Fund for Peace,0674: Household final consumption expenditure  (constant 2005 US$) - WDI,0.29781,0.24963088,0.10678999,0.29781,5.643856,-0.21949738
2716N: Security Apparatus - Fund for Peace,0662: General government final consumption expenditure  (constant 2005 US$) - WDI,0.29756,0.22024703,0.07816,0.29756,5.9541965,-0.27805212
2716N: Security Apparatus - Fund for Peace,0852: Official exchange rate  (LCU per US$; period average) - WDI,0.29754,0.2953689,0.16206001,0.29754,6.129283,0.046595022
2716N: Security Apparatus - Fund for Peace,0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI,0.29711,0.25852835,0.044180006,0.29711,4.5849624,-0.19642207
2716N: Security Apparatus - Fund for Peace,0761: Adjusted savings: education expenditure  (% of GNI) - WDI,0.29658,0.21410671,0.12472999,0.29658,6.2094536,-0.28718162
2716N: Security Apparatus - Fund for Peace,0818: Gross domestic savings  (current LCU) - WDI,0.29642,0.2895504,0.21316001,0.29642,6.169925,0.08288314
2716N: Security Apparatus - Fund for Peace,2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO,0.29633,0.22061695,0.044420004,0.29633,5.9068904,-0.27516004
2716N: Security Apparatus - Fund for Peace,0005: Agricultural land  (% of land area) - WDI,0.2963,0.28345057,0.24734,0.2963,6.2479277,0.11335534
2716N: Security Apparatus - Fund for Peace,0689: Final consumption expenditure  (constant 2005 US$) - WDI,0.29629,0.24231492,0.09908001,0.29629,6.0,-0.23232539
2716N: Security Apparatus - Fund for Peace,2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,0.29571,0.28111362,0.030599982,0.29571,6.0,-0.12081548
2716N: Security Apparatus - Fund for Peace,1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI,0.29411,0.05275169,0.07231,0.29411,6.2479277,0.4912823
2716N: Security Apparatus - Fund for Peace,2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO,0.29203,0.2534595,0.048769996,0.29203,5.857981,-0.1963937
2716N: Security Apparatus - Fund for Peace,1101: Health expenditure; public  (% of total health expenditure) - WDI,0.2916,0.019837469,0.09003998,0.2916,6.2479277,-0.5213085
2716N: Security Apparatus - Fund for Peace,1305: Population; female  (% of total) - WDI,0.29125,0.2911456,0.18745999,0.29125,6.2479277,0.010216941
2716N: Security Apparatus - Fund for Peace,0585: Tax payments  (number) - WDI,0.291,0.13602449,0.06736001,0.291,6.169925,0.3936693
2716N: Security Apparatus - Fund for Peace,0570: Documents to import  (number) - WDI,0.29042,-0.07166773,0.03711,0.29042,6.087463,0.60173726
2716N: Security Apparatus - Fund for Peace,0683: Final consumption expenditure; etc.  (constant 2005 US$) - WDI,0.28972,0.23404229,0.09187999,0.28972,5.9068904,-0.23596126
2716N: Security Apparatus - Fund for Peace,2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO,0.28968,0.17827857,0.042840004,0.28968,6.129283,-0.33376855
2716N: Security Apparatus - Fund for Peace,0825: GNI  (constant 2005 US$) - WDI,0.2896,0.22739585,0.04773,0.2896,6.0,-0.24940763
2716N: Security Apparatus - Fund for Peace,0691: Gross national expenditure deflator  (base year varies by country) - WDI,0.28948,0.25257626,0.08193,0.28948,6.087463,0.19210343
2716N: Security Apparatus - Fund for Peace,1096: Out-of-pocket health expenditure  (% of total expenditure on health) - WDI,0.28942,0.010353088,0.05523999,0.28942,6.2479277,0.52826786
2716N: Security Apparatus - Fund for Peace,2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO,0.28718,0.19424748,0.029970005,0.28718,6.044394,-0.30484834
2716N: Security Apparatus - Fund for Peace,0745: Industry; value added  (constant 2005 US$) - WDI,0.28692,0.24600948,0.078940004,0.28692,6.087463,-0.2022635
2716N: Security Apparatus - Fund for Peace,0758: Services; etc.; value added  (constant LCU) - WDI,0.28677,0.28394628,0.19373998,0.28283,6.169925,0.053138718
2716N: Security Apparatus - Fund for Peace,2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,0.28669,0.21004924,0.034919992,0.28669,6.0,-0.27684066
2716N: Security Apparatus - Fund for Peace,0797: Gross value added at factor cost  (constant LCU) - WDI,0.28646,0.28456667,0.18136,0.28224,6.087463,0.043512564
2716N: Security Apparatus - Fund for Peace,1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,0.28623,0.2286453,0.19501,0.28294,6.2479277,-0.23996814
2716N: Security Apparatus - Fund for Peace,0491: Domestic credit provided by financial sector  (% of GDP) - WDI,0.28589,-0.021153748,0.04663001,0.28589,6.169925,-0.5541153
2716N: Security Apparatus - Fund for Peace,0371: Energy imports; net  (% of energy use) - WDI,0.28565,0.2648003,0.17823002,0.28179,6.044394,-0.1443943
