X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
2707N: Failed States Index Total - Fund for Peace,0353: Agriculture value added per worker  (constant 2005 US$) - WDI,0.58238,0.13691482,0.05590999,0.57945,6.129283,-0.6674318
2707N: Failed States Index Total - Fund for Peace,2717: Factionalized Elites - Fund for Peace,0.58205,-0.22151208,0.046280026,0.58189,6.2479277,0.89641625
2707N: Failed States Index Total - Fund for Peace,0830: GNI per capita; Atlas method  (current US$) - WDI,0.57871,-0.044036984,0.030879974,0.57871,5.523562,-0.7891432
2707N: Failed States Index Total - Fund for Peace,2711: Uneven Development - Fund for Peace,0.57333,-0.15762347,0.07424003,0.57311,6.2479277,0.8549582
2707N: Failed States Index Total - Fund for Peace,0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI,0.56287,0.051838756,0.07386002,0.5604,6.169925,-0.7148645
2707N: Failed States Index Total - Fund for Peace,1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI,0.55584,-0.1191529,0.054309994,0.55584,5.4594316,-0.8215795
2707N: Failed States Index Total - Fund for Peace,0808: GDP per capita  (current US$) - WDI,0.55422,-0.039861083,0.03056997,0.55322,6.2479277,-0.77076656
2707N: Failed States Index Total - Fund for Peace,0836: GNI per capita; PPP  (constant 2011 international $) - WDI,0.5535,0.018120408,0.026069999,0.5535,6.0,-0.73169637
2707N: Failed States Index Total - Fund for Peace,2718: External Intervention - Fund for Peace,0.54841,-0.19733548,0.045320004,0.54834,6.2479277,0.86356556
2707N: Failed States Index Total - Fund for Peace,0953: School enrollment; secondary; female  (% gross) - WDI,0.54145,-0.012110591,0.032109976,0.54145,5.9541965,-0.7440165
2707N: Failed States Index Total - Fund for Peace,0814: GDP per capita; PPP  (constant 2011 international $) - WDI,0.53991,0.05438012,0.026080012,0.53731,6.2479277,-0.69679976
2707N: Failed States Index Total - Fund for Peace,1898: Fixed-telephone subscriptions per 100 inhabitants - ITU,0.5393,-0.10030198,0.07531002,0.53684,6.2479277,-0.7997512
2707N: Failed States Index Total - Fund for Peace,2704: Corruption perceptions index - Transparency,0.53907,-0.227593,0.030110002,0.53907,6.2094536,-0.87559295
2707N: Failed States Index Total - Fund for Peace,0638: Fixed telephone subscriptions  (per 100 people) - WDI,0.53877,-0.10161078,0.07317001,0.53877,6.2479277,-0.80023795
2707N: Failed States Index Total - Fund for Peace,1285: Life expectancy at birth; female  (years) - WDI,0.53615,0.0072853565,0.047009975,0.53615,6.2479277,-0.7272308
2707N: Failed States Index Total - Fund for Peace,1299: Age dependency ratio; old  (% of working-age population) - WDI,0.5331,0.015127242,0.11065,0.5331,6.044394,-0.71970326
2707N: Failed States Index Total - Fund for Peace,0952: School enrollment; secondary  (% gross) - WDI,0.53231,-0.027559161,0.038650006,0.52917,6.0,-0.74824405
2707N: Failed States Index Total - Fund for Peace,1028: Mortality rate; under-5  (per 1;000 live births) - WDI,0.53106,0.08952317,0.033609986,0.53106,6.2479277,0.66448236
2707N: Failed States Index Total - Fund for Peace,0954: School enrollment; secondary; male  (% gross) - WDI,0.52932,-0.023839056,0.048489988,0.52932,5.9541965,-0.74374664
2707N: Failed States Index Total - Fund for Peace,0813: GDP per capita; PPP  (current international $) - WDI,0.52894,0.048265785,0.02978,0.52635,6.2479277,-0.69330674
2707N: Failed States Index Total - Fund for Peace,1049: Number of maternal deaths - WDI,0.52866,0.46406317,0.05151999,0.52866,6.2479277,0.2541591
2707N: Failed States Index Total - Fund for Peace,0380: Energy use  (kg of oil equivalent per capita) - WDI,0.52265,0.23010403,0.057630002,0.52265,6.044394,-0.5408752
2707N: Failed States Index Total - Fund for Peace,1025: Number of neonatal deaths - WDI,0.5206,0.49387553,0.06892002,0.5206,6.2479277,0.16347623
2707N: Failed States Index Total - Fund for Peace,1167: GDP per person employed  (constant 2011 PPP $) - WDI,0.51971,0.10342726,0.07631001,0.51971,6.2094536,-0.6451998
2707N: Failed States Index Total - Fund for Peace,0835: GNI per capita; PPP  (current international $) - WDI,0.519,0.0240331,0.026299983,0.519,6.2094536,-0.70353884
2707N: Failed States Index Total - Fund for Peace,1283: Mortality rate; infant  (per 1;000 live births) - WDI,0.5173,0.024055272,0.041319996,0.5173,6.2479277,0.70231384
2707N: Failed States Index Total - Fund for Peace,1035: Improved water source  (% of population with access) - WDI,0.5171,0.09911838,0.03693998,0.51584,6.2479277,-0.64651495
2707N: Failed States Index Total - Fund for Peace,2709: Refugees and IDPs - Fund for Peace,0.51662,-0.15453172,0.041589975,0.51662,6.044394,0.8192385
2707N: Failed States Index Total - Fund for Peace,1297: Population ages 65 and above  (% of total) - WDI,0.51655,-0.020408034,0.10342997,0.51655,6.2094536,-0.7327742
2707N: Failed States Index Total - Fund for Peace,1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,0.5156,-0.16730106,0.034859985,0.5156,6.0,-0.8263783
2707N: Failed States Index Total - Fund for Peace,0640: Fixed broadband subscriptions  (per 100 people) - WDI,0.51527,-0.16684812,0.036990017,0.51527,6.0,-0.8259044
2707N: Failed States Index Total - Fund for Peace,0736: Agriculture; value added  (% of GDP) - WDI,0.51526,0.06307161,0.047549993,0.51261,6.169925,0.6724495
2707N: Failed States Index Total - Fund for Peace,1021: Number of infant deaths - WDI,0.51231,0.4728929,0.05871004,0.51231,6.2479277,0.19853747
2707N: Failed States Index Total - Fund for Peace,0643: Internet users  (per 100 people) - WDI,0.51125,-0.19750202,0.03419,0.51125,6.087463,-0.8418741
2707N: Failed States Index Total - Fund for Peace,1899: Percentage of Individuals using the Internet (%) - ITU,0.51041,-0.1970092,0.030499995,0.50878,6.2479277,-0.84108216
2707N: Failed States Index Total - Fund for Peace,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,0.50818,-0.02776438,0.04119,0.50818,6.129283,0.73208225
2707N: Failed States Index Total - Fund for Peace,2712: Poverty and Economic Decline - Fund for Peace,0.50792,-0.16913718,0.059159994,0.50786,6.2479277,0.82283485
2707N: Failed States Index Total - Fund for Peace,1051: Lifetime risk of maternal death  (%) - WDI,0.50285,0.19013578,0.040010005,0.50285,6.2479277,0.5592086
2707N: Failed States Index Total - Fund for Peace,1023: Number of under-five deaths - WDI,0.5,0.45609832,0.0519,0.5,6.2479277,0.20952725
2707N: Failed States Index Total - Fund for Peace,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,0.49687,0.23117995,0.046010017,0.49687,6.0,-0.5154513
2707N: Failed States Index Total - Fund for Peace,1289: Survival to age 65; female  (% of cohort) - WDI,0.49228,0.0319705,0.056349993,0.49228,6.2479277,-0.67846113
2707N: Failed States Index Total - Fund for Peace,0020: Land area  (sq. km) - WDI,0.49131,0.49050564,0.34504,0.49131,6.2479277,-0.028361235
2707N: Failed States Index Total - Fund for Peace,1286: Life expectancy at birth; total  (years) - WDI,0.49012,-0.053443074,0.049879998,0.49012,6.129283,-0.7372673
2707N: Failed States Index Total - Fund for Peace,1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI,0.48795,0.0023640394,0.03042999,0.48795,6.2479277,-0.69684
2707N: Failed States Index Total - Fund for Peace,2710: Group Grievance - Fund for Peace,0.48505,-0.20625207,0.028530002,0.48505,6.169925,0.83144575
2707N: Failed States Index Total - Fund for Peace,1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI,0.48334,0.09519106,0.08089,0.48067,6.2479277,-0.623016
2707N: Failed States Index Total - Fund for Peace,1058: Improved sanitation facilities  (% of population with access) - WDI,0.48097,0.04123485,0.052210003,0.47917,6.2479277,-0.6631253
2707N: Failed States Index Total - Fund for Peace,1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI,0.48043,0.124010056,0.029989988,0.48043,6.2094536,0.5970092
2707N: Failed States Index Total - Fund for Peace,1295: Population ages 0-14  (% of total) - WDI,0.47985,-0.07363671,0.036990017,0.47985,6.2479277,0.7439669
2707N: Failed States Index Total - Fund for Peace,1300: Age dependency ratio; young  (% of working-age population) - WDI,0.47694,-0.02980575,0.04795,0.47694,5.9068904,0.7118608
2707N: Failed States Index Total - Fund for Peace,2719: Human Flight - Fund for Peace,0.47502,-0.1577419,0.058829993,0.47343,6.2479277,0.7954633
2707N: Failed States Index Total - Fund for Peace,1278: Birth rate; crude  (per 1;000 people) - WDI,0.47413,-0.033108085,0.06502998,0.47413,6.2479277,0.7122065
2707N: Failed States Index Total - Fund for Peace,0028: Surface area  (sq. km) - WDI,0.46738,0.46632805,0.32184,0.46738,6.2479277,-0.032433696
2707N: Failed States Index Total - Fund for Peace,1033: Improved water source; rural  (% of rural population with access) - WDI,0.4616,0.03251514,0.06645,0.45989,6.2479277,-0.6550457
2707N: Failed States Index Total - Fund for Peace,0456: Commercial bank branches  (per 100;000 adults) - WDI,0.45895,0.15940797,0.079460025,0.4562,6.2094536,-0.54730433
2707N: Failed States Index Total - Fund for Peace,1288: Fertility rate; total  (births per woman) - WDI,0.45758,0.03393379,0.053529978,0.45758,6.2479277,0.6508811
2707N: Failed States Index Total - Fund for Peace,0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI,0.4546,-0.16656682,0.022489995,0.4546,6.169925,-0.78814137
2707N: Failed States Index Total - Fund for Peace,1312: Rural population  (% of total population) - WDI,0.44518,0.03304246,0.10319999,0.44518,6.2479277,0.6419794
2707N: Failed States Index Total - Fund for Peace,1315: Urban population  (% of total) - WDI,0.44518,0.03303787,0.10319999,0.44518,6.2479277,-0.641983
2707N: Failed States Index Total - Fund for Peace,1287: Life expectancy at birth; male  (years) - WDI,0.44415,-0.09983441,0.039930016,0.44415,6.044394,-0.737553
2707N: Failed States Index Total - Fund for Peace,0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,0.44382,0.09777486,0.06448001,0.44126,6.2094536,0.588256
2707N: Failed States Index Total - Fund for Peace,0898: Pupil-teacher ratio; primary - WDI,0.44045,0.045645297,0.035980016,0.4368,5.9541965,0.6283349
2707N: Failed States Index Total - Fund for Peace,0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI,0.43919,-0.06125155,0.07007998,0.43919,5.9068904,-0.7074189
2707N: Failed States Index Total - Fund for Peace,1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI,0.43808,-0.0010088086,0.06617999,0.43595,6.2479277,-0.66263777
2707N: Failed States Index Total - Fund for Peace,1034: Improved water source; urban  (% of urban population with access) - WDI,0.43765,0.14255622,0.025899976,0.43659,6.2479277,-0.54322535
2707N: Failed States Index Total - Fund for Peace,0004: Agricultural land  (sq. km) - WDI,0.43698,0.4368304,0.2955,0.43698,6.2479277,-0.012231872
2707N: Failed States Index Total - Fund for Peace,1093: Incidence of tuberculosis  (per 100;000 people) - WDI,0.43156,0.27098578,0.040710002,0.43156,6.2479277,0.40071714
2707N: Failed States Index Total - Fund for Peace,0571: Time to import  (days) - WDI,0.43024,0.0385184,0.032660007,0.43024,6.129283,0.62587667
2707N: Failed States Index Total - Fund for Peace,1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI,0.42798,0.088041246,0.050720006,0.42798,6.2094536,0.5830427
2707N: Failed States Index Total - Fund for Peace,1298: Age dependency ratio  (% of working-age population) - WDI,0.42753,0.07439661,0.06527001,0.42753,6.2479277,0.59425026
2707N: Failed States Index Total - Fund for Peace,1895: Mobile-cellular telephone subscriptions - ITU,0.42657,0.03758225,0.058699995,0.4262,6.2479277,-0.6236888
2707N: Failed States Index Total - Fund for Peace,1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,0.42657,0.03758225,0.058699995,0.4262,6.2479277,-0.6236888
2707N: Failed States Index Total - Fund for Peace,1310: Rural population - WDI,0.42585,0.41633755,0.17634,0.42585,6.2479277,0.09753179
2707N: Failed States Index Total - Fund for Peace,1296: Population ages 15-64  (% of total) - WDI,0.42457,0.083706886,0.065809995,0.42457,6.2479277,-0.5838348
2707N: Failed States Index Total - Fund for Peace,0636: Mobile cellular subscriptions  (per 100 people) - WDI,0.41913,0.03308469,0.061670005,0.41913,6.2479277,-0.62132543
2707N: Failed States Index Total - Fund for Peace,0577: Cost of business start-up procedures  (% of GNI per capita) - WDI,0.41833,0.24115577,0.024889976,0.41833,6.169925,0.4209207
2707N: Failed States Index Total - Fund for Peace,0553: Time to export  (days) - WDI,0.4177,0.057144433,0.061309993,0.4177,6.2094536,0.6004628
2707N: Failed States Index Total - Fund for Peace,0641: Secure Internet servers - WDI,0.41691,0.3562081,0.024340004,0.41691,5.9068904,-0.24637756
2707N: Failed States Index Total - Fund for Peace,0460: Domestic credit to private sector by banks  (% of GDP) - WDI,0.41593,0.40001005,0.06234002,0.41593,6.169925,-0.1261743
2707N: Failed States Index Total - Fund for Peace,1952: Number of neonatal deaths (thousands) - WHO,0.41467,0.38782728,0.04854998,0.41467,6.129283,0.16383743
2707N: Failed States Index Total - Fund for Peace,0552: Documents to export  (number) - WDI,0.41157,-0.032561153,0.034920007,0.41157,6.2094536,0.66643167
2707N: Failed States Index Total - Fund for Peace,0574: Time required to enforce a contract  (days) - WDI,0.40559,0.3456304,0.25459,0.40559,6.169925,0.24486646
2707N: Failed States Index Total - Fund for Peace,0378: Combustible renewables and waste  (% of total energy) - WDI,0.40551,0.17292286,0.13460001,0.40157,6.044394,0.4822729
2707N: Failed States Index Total - Fund for Peace,1290: Survival to age 65; male  (% of cohort) - WDI,0.405,-0.07566795,0.055669993,0.405,5.9541965,-0.6933022
2707N: Failed States Index Total - Fund for Peace,0016: Forest area  (sq. km) - WDI,0.4025,0.40156722,0.30997002,0.4025,6.2479277,-0.030541467
2707N: Failed States Index Total - Fund for Peace,0017: Forest area  (% of land area) - WDI,0.39993,0.39322194,0.30876,0.39993,6.2479277,-0.08190281
2707N: Failed States Index Total - Fund for Peace,0885: School enrollment; preprimary  (% gross) - WDI,0.3953,-0.015252382,0.06846002,0.3953,5.9541965,-0.6407436
2707N: Failed States Index Total - Fund for Peace,0062: Primary income receipts  (BoP; current US$) - WDI,0.39418,0.21999665,0.055970013,0.39334,6.169925,-0.4173528
2707N: Failed States Index Total - Fund for Peace,0492: Domestic credit to private sector  (% of GDP) - WDI,0.39413,-0.05342093,0.06189999,0.39413,6.169925,-0.66899246
2707N: Failed States Index Total - Fund for Peace,2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,0.39112,0.20647347,0.041319996,0.39112,6.087463,-0.42970514
2707N: Failed States Index Total - Fund for Peace,0759: Services; etc.; value added  (% of GDP) - WDI,0.39037,0.07652062,0.07887998,0.38985,6.169925,-0.5602226
2707N: Failed States Index Total - Fund for Peace,0851: DEC alternative conversion factor  (LCU per US$) - WDI,0.38993,0.36694157,0.092780024,0.3868,6.2479277,0.15161937
2707N: Failed States Index Total - Fund for Peace,0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,0.3887,0.36651826,0.098639995,0.3887,6.169925,0.14893544
2707N: Failed States Index Total - Fund for Peace,1362: Merchandise imports from high-income economies  (% of total merchandise imports) - WDI,0.38817,0.0040582716,0.08054,0.38817,6.2094536,-0.6197675
2707N: Failed States Index Total - Fund for Peace,0361: Electric power transmission and distribution losses  (% of output) - WDI,0.38515,0.19862963,0.06372002,0.38515,5.9541965,0.43188003
2707N: Failed States Index Total - Fund for Peace,1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI,0.38501,0.027337164,0.078070015,0.38501,6.2094536,0.59805757
2707N: Failed States Index Total - Fund for Peace,1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI,0.38355,0.03178245,0.08223,0.38355,6.2479277,0.59309995
2707N: Failed States Index Total - Fund for Peace,0289: Net official flows from UN agencies; UNDP  (current US$) - WDI,0.37791,0.09605187,0.05135998,0.37791,5.9541965,0.5309031
2707N: Failed States Index Total - Fund for Peace,0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI,0.37685,0.3207209,0.036989987,0.37597,6.044394,-0.2369158
2707N: Failed States Index Total - Fund for Peace,1403: High-technology exports  (current US$) - WDI,0.37526,0.32878476,0.062110007,0.37526,6.044394,-0.21558118
2707N: Failed States Index Total - Fund for Peace,0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI,0.37514,0.19687998,0.046410024,0.37514,5.857981,-0.42220852
2707N: Failed States Index Total - Fund for Peace,0796: Gross value added at factor cost  (constant 2005 US$) - WDI,0.37495,0.28835672,0.07657999,0.36357,6.044394,-0.29426733
2707N: Failed States Index Total - Fund for Peace,0006: Arable land  (hectares) - WDI,0.3733,0.37316883,0.23584999,0.3733,6.2479277,-0.011452235
2707N: Failed States Index Total - Fund for Peace,2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,0.37287,0.2374329,0.051019996,0.37287,5.807355,-0.3680178
2707N: Failed States Index Total - Fund for Peace,2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,0.371,0.35369176,0.05342999,0.371,5.9541965,-0.13156073
2707N: Failed States Index Total - Fund for Peace,0588: Time required to build a warehouse  (days) - WDI,0.37013,0.3506937,0.23791,0.36443,6.169925,0.13941415
2707N: Failed States Index Total - Fund for Peace,1095: External resources for health  (% of total expenditure on health) - WDI,0.36834,0.198814,0.07336998,0.36834,6.087463,0.41173533
2707N: Failed States Index Total - Fund for Peace,0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI,0.3671,-0.0022079647,0.048260003,0.36435,6.2479277,-0.60770714
2707N: Failed States Index Total - Fund for Peace,0735: Agriculture; value added  (constant LCU) - WDI,0.366,0.36274818,0.10631001,0.36322,6.169925,0.057024684
2707N: Failed States Index Total - Fund for Peace,0946: Secondary education; general pupils  (% female) - WDI,0.36494,0.12723671,0.04859999,0.36185,6.087463,-0.48754823
2707N: Failed States Index Total - Fund for Peace,1304: Population; total - WDI,0.36374,0.36060223,0.17067,0.36374,6.2479277,0.05601588
2707N: Failed States Index Total - Fund for Peace,1075: People practicing open defecation  (% of population) - WDI,0.36341,0.13947707,0.032059997,0.36341,6.2094536,0.47321552
2707N: Failed States Index Total - Fund for Peace,2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO,0.36293,0.18825722,0.05324,0.36293,6.0,-0.41793874
2707N: Failed States Index Total - Fund for Peace,0059: ICT service exports  (BoP; current US$) - WDI,0.36189,0.1765339,0.02463001,0.36189,6.0,-0.43053
2707N: Failed States Index Total - Fund for Peace,2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,0.36113,0.27980837,0.036280006,0.35568,6.129283,-0.28516948
2707N: Failed States Index Total - Fund for Peace,0032: Primary income payments  (BoP; current US$) - WDI,0.35911,0.16530798,0.04937002,0.35911,6.087463,-0.4402295
2707N: Failed States Index Total - Fund for Peace,1301: Population growth  (annual %) - WDI,0.35901,0.29365343,0.12278001,0.35901,6.2479277,0.2556493
2707N: Failed States Index Total - Fund for Peace,1266: Refugee population by country or territory of origin - WDI,0.35814,0.28171015,0.04012999,0.35814,6.2479277,0.27645946
2707N: Failed States Index Total - Fund for Peace,0853: PPP conversion factor; GDP  (LCU per international $) - WDI,0.35633,0.33516532,0.090770006,0.35312,6.2479277,0.14548093
2707N: Failed States Index Total - Fund for Peace,0570: Documents to import  (number) - WDI,0.35583,-0.069331914,0.025980026,0.35583,6.2094536,0.6520444
2707N: Failed States Index Total - Fund for Peace,2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,0.35547,0.15993755,0.04114999,0.35202,6.129283,-0.44219053
2707N: Failed States Index Total - Fund for Peace,2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,0.35441,0.19452381,0.049260005,0.35441,5.523562,-0.3998577
2707N: Failed States Index Total - Fund for Peace,0844: Net taxes on products  (current US$) - WDI,0.35366,0.24636677,0.050770015,0.35366,6.044394,-0.32755643
2707N: Failed States Index Total - Fund for Peace,0585: Tax payments  (number) - WDI,0.35046,0.14755554,0.05432999,0.35046,6.044394,0.45044917
2707N: Failed States Index Total - Fund for Peace,1103: Health expenditure; public  (% of GDP) - WDI,0.34974,-0.07501441,0.045450002,0.34974,6.2479277,-0.65173185
2707N: Failed States Index Total - Fund for Peace,0491: Domestic credit provided by financial sector  (% of GDP) - WDI,0.34951,-0.054106504,0.054259986,0.34951,6.169925,-0.6353082
2707N: Failed States Index Total - Fund for Peace,2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,0.34893,0.3369266,0.039619982,0.34893,6.087463,-0.10956001
2707N: Failed States Index Total - Fund for Peace,2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO,0.34806,0.31167287,0.059170008,0.34806,6.044394,-0.19075412
2707N: Failed States Index Total - Fund for Peace,0761: Adjusted savings: education expenditure  (% of GNI) - WDI,0.34803,0.27456152,0.15604,0.34803,6.2094536,-0.27105072
2707N: Failed States Index Total - Fund for Peace,0897: Primary education; pupils  (% female) - WDI,0.34764,0.21930365,0.10757001,0.34485,6.129283,-0.35824063
2707N: Failed States Index Total - Fund for Peace,2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,0.34737,0.3394589,0.031040013,0.34737,6.087463,-0.08894428
2707N: Failed States Index Total - Fund for Peace,2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO,0.3473,0.15289107,0.02403,0.3473,6.2094536,-0.44091827
2707N: Failed States Index Total - Fund for Peace,2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO,0.34627,0.09412417,0.046540007,0.34627,6.129283,-0.50214124
2707N: Failed States Index Total - Fund for Peace,2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO,0.34484,0.14886734,0.033499986,0.34484,6.087463,-0.442688
2707N: Failed States Index Total - Fund for Peace,1073: People practicing open defecation; rural  (% of rural population) - WDI,0.34483,0.10899307,0.025379986,0.34483,6.129283,0.48563045
2707N: Failed States Index Total - Fund for Peace,0923: Repeaters; primary; total  (% of total enrollment) - WDI,0.34463,0.08038959,0.08952001,0.34463,5.9541965,0.5140432
2707N: Failed States Index Total - Fund for Peace,1402: Commercial service exports  (current US$) - WDI,0.3444,0.14277455,0.029339999,0.3444,6.129283,-0.4490272
2707N: Failed States Index Total - Fund for Peace,0812: GDP per capita  (constant LCU) - WDI,0.34395,0.3434576,0.19441,0.34058,6.2479277,0.022190114
2707N: Failed States Index Total - Fund for Peace,0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI,0.34292,0.21250641,0.074450016,0.34292,6.087463,-0.3611282
2707N: Failed States Index Total - Fund for Peace,0029: Cereal yield  (kg per hectare) - WDI,0.34285,0.22726032,0.039440006,0.34285,6.044394,-0.3399848
2707N: Failed States Index Total - Fund for Peace,1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,0.34266,0.3263731,0.17580001,0.33909,6.2479277,-0.1276202
2707N: Failed States Index Total - Fund for Peace,1311: Rural population growth  (annual %) - WDI,0.34128,0.17756695,0.066220015,0.34128,6.2479277,0.40461472
2707N: Failed States Index Total - Fund for Peace,0847: Net current transfers from abroad  (current US$) - WDI,0.34035,0.27048534,0.032500014,0.34035,6.087463,0.26431927
2707N: Failed States Index Total - Fund for Peace,0066: Service exports  (BoP; current US$) - WDI,0.34031,0.14192669,0.03272,0.33762,6.169925,-0.4454024
2707N: Failed States Index Total - Fund for Peace,0662: General government final consumption expenditure  (constant 2005 US$) - WDI,0.33916,0.24156243,0.041859984,0.3359,6.044394,-0.3124061
2707N: Failed States Index Total - Fund for Peace,0848: Net current transfers from abroad  (current LCU) - WDI,0.33846,0.33499143,0.05044,0.33846,6.087463,0.05889457
2707N: Failed States Index Total - Fund for Peace,0427: Population density  (people per sq. km of land area) - WDI,0.33757,0.31722254,0.19225001,0.33757,6.2479277,-0.14264455
2707N: Failed States Index Total - Fund for Peace,1313: Urban population growth  (annual %) - WDI,0.33701,0.19769995,0.060689986,0.33701,6.2479277,0.37324262
2707N: Failed States Index Total - Fund for Peace,1092: Tuberculosis case detection rate  (%; all forms) - WDI,0.3362,0.054382652,0.056430012,0.33579,6.2479277,-0.5308647
2707N: Failed States Index Total - Fund for Peace,0834: GNI per capita  (constant LCU) - WDI,0.33543,0.33446962,0.16886999,0.332,6.087463,0.030989861
2707N: Failed States Index Total - Fund for Peace,0852: Official exchange rate  (LCU per US$; period average) - WDI,0.33459,0.3314538,0.06855999,0.33459,6.129283,0.05600173
2707N: Failed States Index Total - Fund for Peace,0699: Exports of goods and services  (constant 2005 US$) - WDI,0.33455,0.19978833,0.03906001,0.33455,5.807355,-0.367099
2707N: Failed States Index Total - Fund for Peace,2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO,0.33298,0.2437151,0.059300005,0.33298,6.044394,-0.2987723
2707N: Failed States Index Total - Fund for Peace,0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,0.33224,0.2308473,0.028750017,0.33224,6.087463,-0.31842217
2707N: Failed States Index Total - Fund for Peace,0825: GNI  (constant 2005 US$) - WDI,0.33188,0.2513366,0.04362999,0.33188,5.857981,-0.2838017
2707N: Failed States Index Total - Fund for Peace,1323: International tourism; receipts for travel items  (current US$) - WDI,0.33057,0.19585152,0.037070006,0.33057,6.169925,-0.3670402
