@relation MINE-Indicator-2006TO2013-0808_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
65,'0808N: GDP per capita  (current US$) - WDI','1299: Age dependency ratio; old  (\% of working-age population) - WDI',0.53598,0.215768,0.08449,0.53598,6.426265,0.565872,cluster3
66,'0808N: GDP per capita  (current US$) - WDI','0456: Commercial bank branches  (per 100;000 adults) - WDI',0.53367,0.313879,0.06018,0.53367,6.321928,0.468819,cluster3
67,'0808N: GDP per capita  (current US$) - WDI','0928: Primary education; teachers  (\% female) - WDI',0.53234,0.360519,0.05625,0.53234,6.169925,0.414514,cluster3
68,'0808N: GDP per capita  (current US$) - WDI','1315: Urban population  (\% of total) - WDI',0.53215,0.247432,0.06546,0.53034,6.491853,0.53359,cluster3
69,'0808N: GDP per capita  (current US$) - WDI','0948: Pupil-teacher ratio; secondary - WDI',0.52851,0.329561,0.02986,0.52851,6,-0.446037,cluster5
70,'0808N: GDP per capita  (current US$) - WDI','1312: Rural population  (\% of total population) - WDI',0.52834,0.243635,0.06344,0.52653,6.491853,-0.533577,cluster5
71,'0808N: GDP per capita  (current US$) - WDI','1298: Age dependency ratio  (\% of working-age population) - WDI',0.5258,0.301217,0.04918,0.5258,6.426265,-0.473902,cluster5
72,'0808N: GDP per capita  (current US$) - WDI','0319: Net ODA received  (\% of gross capital formation) - WDI',0.52561,0.450594,0.05815,0.52287,6.129283,-0.273891,cluster5
73,'0808N: GDP per capita  (current US$) - WDI','1336: Tariff rate; most favored nation; weighted mean; manufactured products  (\%) - WDI',0.52544,0.358917,0.07665,0.52544,6.044394,-0.408073,cluster5
74,'0808N: GDP per capita  (current US$) - WDI','1332: Tariff rate; applied; simple mean; manufactured products  (\%) - WDI',0.521,0.290046,0.0376,0.521,6.044394,-0.480576,cluster5
75,'0808N: GDP per capita  (current US$) - WDI','1033: Improved water source; rural  (\% of rural population with access) - WDI',0.51964,0.262542,0.0504,0.51964,6.426265,0.507048,cluster3
76,'0808N: GDP per capita  (current US$) - WDI','2719: Human Flight - Fund for Peace',0.51789,-0.030374,0.09422,0.51789,6.169925,-0.740449,cluster5
77,'0808N: GDP per capita  (current US$) - WDI','1296: Population ages 15-64  (\% of total) - WDI',0.5169,0.278252,0.04285,0.5169,6.426265,0.488516,cluster3
78,'0808N: GDP per capita  (current US$) - WDI','1344: Tariff rate; most favored nation; weighted mean; all products  (\%) - WDI',0.51097,0.337991,0.06992,0.51097,6.044394,-0.415908,cluster5
79,'0808N: GDP per capita  (current US$) - WDI','0289: Net official flows from UN agencies; UNDP  (current US$) - WDI',0.50993,0.504921,0.09736,0.50757,6.169925,-0.070776,cluster5
80,'0808N: GDP per capita  (current US$) - WDI','0980: School enrollment; tertiary; male  (\% gross) - WDI',0.50909,0.291273,0.07241,0.50639,6.129283,0.466709,cluster3
81,'0808N: GDP per capita  (current US$) - WDI','1340: Tariff rate; applied; simple mean; all products  (\%) - WDI',0.5063,0.272156,0.04628,0.5063,6.044394,-0.483884,cluster5
82,'0808N: GDP per capita  (current US$) - WDI','1075: People practicing open defecation  (\% of population) - WDI',0.50602,0.374634,0.03375,0.50602,6.392317,-0.362472,cluster5
83,'0808N: GDP per capita  (current US$) - WDI','2718: External Intervention - Fund for Peace',0.50583,0.030473,0.07027,0.50583,6.209454,-0.689461,cluster5
84,'0808N: GDP per capita  (current US$) - WDI','0848: Net current transfers from abroad  (current LCU) - WDI',0.50513,0.50444,0.06284,0.50513,6.169925,-0.026262,cluster5
85,'0808N: GDP per capita  (current US$) - WDI','1895: Mobile-cellular telephone subscriptions - ITU',0.50348,0.331113,0.0304,0.50118,6.321928,0.415171,cluster3
86,'0808N: GDP per capita  (current US$) - WDI','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU',0.50348,0.331113,0.0304,0.50118,6.321928,0.415171,cluster3
87,'0808N: GDP per capita  (current US$) - WDI','0798: Forest rents  (\% of GDP) - WDI',0.50312,0.425976,0.0499,0.50312,6.392317,-0.277748,cluster5
88,'0808N: GDP per capita  (current US$) - WDI','1335: Tariff rate; applied; weighted mean; manufactured products  (\%) - WDI',0.50245,0.371618,0.0535,0.50245,6.044394,-0.361707,cluster5
89,'0808N: GDP per capita  (current US$) - WDI','0571: Time to import  (days) - WDI',0.49991,0.279418,0.05934,0.49779,6.426265,-0.469566,cluster5
90,'0808N: GDP per capita  (current US$) - WDI','1034: Improved water source; urban  (\% of urban population with access) - WDI',0.49722,0.360848,0.02426,0.49722,6.426265,0.369286,cluster3
91,'0808N: GDP per capita  (current US$) - WDI','0939: Lower secondary completion rate; female  (\% of relevant age group) - WDI',0.49706,0.305542,0.04908,0.49706,6.044394,0.437628,cluster3
92,'0808N: GDP per capita  (current US$) - WDI','0940: Lower secondary completion rate; male  (\% of relevant age group) - WDI',0.4966,0.29786,0.07307,0.4966,6.044394,0.445803,cluster5
93,'0808N: GDP per capita  (current US$) - WDI','1341: Tariff rate; most favored nation; simple mean; all products  (\%) - WDI',0.49625,0.314048,0.07251,0.49625,6.044394,-0.426852,cluster5
94,'0808N: GDP per capita  (current US$) - WDI','0177: Concessional debt  (\% of total external debt) - WDI',0.49578,0.052488,0.01968,0.49578,5.954197,-0.665802,cluster5
95,'0808N: GDP per capita  (current US$) - WDI','0636: Mobile cellular subscriptions  (per 100 people) - WDI',0.49572,0.308134,0.02178,0.49572,6.459432,0.433112,cluster3
96,'0808N: GDP per capita  (current US$) - WDI','1339: Share of tariff lines with international peaks; all products  (\%) - WDI',0.4943,0.309606,0.08528,0.4943,6.044394,-0.429761,cluster5
97,'0808N: GDP per capita  (current US$) - WDI','0882: School enrollment; tertiary (gross); gender parity index  (GPI) - WDI',0.49303,0.370812,0.01718,0.49303,5.954197,0.349596,cluster5
98,'0808N: GDP per capita  (current US$) - WDI','0886: School enrollment; preprimary; female  (\% gross) - WDI',0.48836,0.261895,0.05818,0.48836,6.169925,0.475884,cluster3
99,'0808N: GDP per capita  (current US$) - WDI','0320: Net ODA received  (\% of GNI) - WDI',0.48535,0.409995,0.04684,0.48535,6.209454,-0.274509,cluster5
100,'0808N: GDP per capita  (current US$) - WDI','0165: PPG; IBRD  (DIS; current US$) - WDI',0.48483,0.463026,0.11436,0.48483,5.954197,0.147662,cluster5
101,'0808N: GDP per capita  (current US$) - WDI','1093: Incidence of tuberculosis  (per 100;000 people) - WDI',0.48276,0.370211,0.02614,0.48125,6.426265,-0.335484,cluster5
102,'0808N: GDP per capita  (current US$) - WDI','0194: PPG; IDA  (DOD; current US$) - WDI',0.48272,0.476885,0.18937,0.48272,5.954197,-0.076384,cluster5
103,'0808N: GDP per capita  (current US$) - WDI','1331: Share of tariff lines with international peaks; manufactured products  (\%) - WDI',0.48262,0.300762,0.04892,0.48262,6.044394,-0.426448,cluster5
104,'0808N: GDP per capita  (current US$) - WDI','1073: People practicing open defecation; rural  (\% of rural population) - WDI',0.48225,0.311641,0.04729,0.48012,6.392317,-0.413049,cluster5
105,'0808N: GDP per capita  (current US$) - WDI','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI',0.48112,0.175221,0.05757,0.48112,6.392317,-0.553081,cluster5
106,'0808N: GDP per capita  (current US$) - WDI','0020: Land area  (sq. km) - WDI',0.48044,0.480115,0.30211,0.47286,6.491853,-0.018015,cluster5
107,'0808N: GDP per capita  (current US$) - WDI','1343: Tariff rate; applied; weighted mean; all products  (\%) - WDI',0.47862,0.349921,0.04355,0.47862,6.044394,-0.358746,cluster5
108,'0808N: GDP per capita  (current US$) - WDI','0028: Surface area  (sq. km) - WDI',0.47545,0.475212,0.2997,0.46804,6.491853,-0.015434,cluster5
109,'0808N: GDP per capita  (current US$) - WDI','1348: Tariff rate; applied; simple mean; primary products  (\%) - WDI',0.47467,0.30614,0.07758,0.47467,6.044394,-0.410524,cluster5
110,'0808N: GDP per capita  (current US$) - WDI','0887: School enrollment; preprimary; male  (\% gross) - WDI',0.47378,0.246221,0.04281,0.47378,6.169925,0.477031,cluster3
111,'0808N: GDP per capita  (current US$) - WDI','0885: School enrollment; preprimary  (\% gross) - WDI',0.47297,0.245583,0.03589,0.46986,6.209454,0.476851,cluster3
112,'0808N: GDP per capita  (current US$) - WDI','0553: Time to export  (days) - WDI',0.47094,0.262089,0.03468,0.4699,6.426265,-0.457003,cluster5
113,'0808N: GDP per capita  (current US$) - WDI','0941: Lower secondary completion rate; total  (\% of relevant age group) - WDI',0.46923,0.276783,0.04265,0.46923,6.087463,0.438688,cluster4
114,'0808N: GDP per capita  (current US$) - WDI','0378: Combustible renewables and waste  (\% of total energy) - WDI',0.46854,0.315127,0.06639,0.46854,6,-0.391679,cluster5
115,'0808N: GDP per capita  (current US$) - WDI','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI',0.46826,-0.137273,0.03708,0.46552,6.321928,0.77816,cluster3
116,'0808N: GDP per capita  (current US$) - WDI','0123: PPG; IBRD  (AMT; current US$) - WDI',0.46407,0.448978,0.0885,0.46407,5.954197,0.122851,cluster5
117,'0808N: GDP per capita  (current US$) - WDI','1352: Tariff rate; most favored nation; weighted mean; primary products  (\%) - WDI',0.46352,0.337884,0.02993,0.46352,6.044394,-0.354452,cluster5
118,'0808N: GDP per capita  (current US$) - WDI','0337: PPG; IBRD  (TDS; current US$) - WDI',0.4632,0.449109,0.09443,0.4632,5.954197,0.118707,cluster5
119,'0808N: GDP per capita  (current US$) - WDI','0577: Cost of business start-up procedures  (\% of GNI per capita) - WDI',0.46013,0.376945,0.02417,0.45791,6.392317,-0.288417,cluster5
120,'0808N: GDP per capita  (current US$) - WDI','2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO',0.45981,0.246261,0.03615,0.45649,6,0.462114,cluster4
121,'0808N: GDP per capita  (current US$) - WDI','1349: Tariff rate; most favored nation; simple mean; primary products  (\%) - WDI',0.45961,0.406064,0.21391,0.45961,6.044394,-0.231399,cluster5
122,'0808N: GDP per capita  (current US$) - WDI','2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO',0.4574,0.123759,0.03008,0.45432,6.044394,0.577616,cluster3
123,'0808N: GDP per capita  (current US$) - WDI','0235: PPG; IBRD  (INT; current US$) - WDI',0.45662,0.447298,0.10213,0.45662,5.954197,0.096549,cluster5
124,'0808N: GDP per capita  (current US$) - WDI','2711: Uneven Development - Fund for Peace',0.4557,-0.077583,0.0344,0.4557,6.209454,-0.730262,cluster5
125,'0808N: GDP per capita  (current US$) - WDI','0847: Net current transfers from abroad  (current US$) - WDI',0.45422,0.369332,0.0528,0.45422,6.169925,-0.291356,cluster5
126,'0808N: GDP per capita  (current US$) - WDI','0892: Primary completion rate; female  (\% of relevant age group) - WDI',0.44627,0.342978,0.0319,0.44627,5.807355,0.321391,cluster4
127,'0808N: GDP per capita  (current US$) - WDI','0055: Net secondary income  (BoP; current US$) - WDI',0.44057,0.322621,0.0656,0.43804,6.247928,-0.343438,cluster4
128,'0808N: GDP per capita  (current US$) - WDI','0460: Domestic credit to private sector by banks  (\% of GDP) - WDI',0.44038,0.43005,0.0422,0.43817,6.392317,0.101637,cluster4
129,'0808N: GDP per capita  (current US$) - WDI','0490: Claims on other sectors of the domestic economy  (\% of GDP) - WDI',0.43986,-0.028738,0.03579,0.43986,6.129283,0.684542,cluster3
130,'0808N: GDP per capita  (current US$) - WDI','0552: Documents to export  (number) - WDI',0.43983,0.118936,0.05137,0.43983,6.357552,-0.566475,cluster5
131,'0808N: GDP per capita  (current US$) - WDI','0303: PPG; IBRD  (NTR; current US$) - WDI',0.43823,0.428074,0.22007,0.43823,5.954197,0.10078,cluster5
132,'0808N: GDP per capita  (current US$) - WDI','0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI',0.43747,0.419955,0.06065,0.43426,6.044394,0.132343,cluster4
133,'0808N: GDP per capita  (current US$) - WDI','0894: Primary completion rate; total  (\% of relevant age group) - WDI',0.43735,0.337598,0.03497,0.43735,6,0.315835,cluster4
134,'0808N: GDP per capita  (current US$) - WDI','2716: Security Apparatus - Fund for Peace',0.43699,-0.035708,0.02715,0.43699,6.087463,-0.687531,cluster5
135,'0808N: GDP per capita  (current US$) - WDI','0361: Electric power transmission and distribution losses  (\% of output) - WDI',0.43681,0.27829,0.04448,0.43631,6.209454,-0.398146,cluster4
136,'0808N: GDP per capita  (current US$) - WDI','1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI',0.43637,0.176963,0.03883,0.43637,6.426265,-0.50932,cluster5
137,'0808N: GDP per capita  (current US$) - WDI','1074: People practicing open defecation; urban  (\% of urban population) - WDI',0.43425,0.355736,0.05712,0.43425,6.392317,-0.280204,cluster4
138,'0808N: GDP per capita  (current US$) - WDI','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO',0.43367,0.242521,0.0434,0.43079,6.285402,0.437206,cluster4
139,'0808N: GDP per capita  (current US$) - WDI','0435: Population in urban agglomerations of more than 1 million  (\% of total population) - WDI',0.43321,0.273521,0.10719,0.43321,6,0.399611,cluster4
140,'0808N: GDP per capita  (current US$) - WDI','0164: IDA grants  (current US$) - WDI',0.43287,0.416265,0.06696,0.4293,6,-0.128859,cluster4
141,'0808N: GDP per capita  (current US$) - WDI','1347: Share of tariff lines with international peaks; primary products  (\%) - WDI',0.43203,0.240905,0.10399,0.43203,6.044394,-0.437179,cluster5
142,'0808N: GDP per capita  (current US$) - WDI','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO',0.43054,0.240098,0.03446,0.42822,6.285402,0.436397,cluster4
143,'0808N: GDP per capita  (current US$) - WDI','0893: Primary completion rate; male  (\% of relevant age group) - WDI',0.42791,0.328787,0.02621,0.42539,6.129283,0.314838,cluster4
144,'0808N: GDP per capita  (current US$) - WDI','0765: Adjusted savings: net forest depletion  (\% of GNI) - WDI',0.4238,0.36534,0.05791,0.4238,6.087463,-0.241784,cluster4
145,'0808N: GDP per capita  (current US$) - WDI','1092: Tuberculosis case detection rate  (\%; all forms) - WDI',0.42354,0.228518,0.10667,0.42354,6.392317,0.441613,cluster4
146,'0808N: GDP per capita  (current US$) - WDI','1351: Tariff rate; applied; weighted mean; primary products  (\%) - WDI',0.4235,0.337565,0.03487,0.4235,6.044394,-0.293148,cluster4
147,'0808N: GDP per capita  (current US$) - WDI','0921: Repeaters; primary; female  (\% of female enrollment) - WDI',0.42131,0.282116,0.052,0.41878,6.209454,-0.373088,cluster4
148,'0808N: GDP per capita  (current US$) - WDI','0699: Exports of goods and services  (constant 2005 US$) - WDI',0.41952,0.396242,0.0697,0.41678,6.247928,0.152571,cluster4
149,'0808N: GDP per capita  (current US$) - WDI','2713: Legitimacy of the State - Fund for Peace',0.41663,-0.105377,0.02669,0.41663,6.129283,-0.7225,cluster5
150,'0808N: GDP per capita  (current US$) - WDI','0152: Currency composition of PPG debt; SDR  (\%) - WDI',0.41636,0.200536,0.07016,0.41636,5.954197,-0.464569,cluster4
151,'0808N: GDP per capita  (current US$) - WDI','0492: Domestic credit to private sector  (\% of GDP) - WDI',0.41634,0.053958,0.04719,0.41406,6.392317,0.601981,cluster3
152,'0808N: GDP per capita  (current US$) - WDI','2715: Human Rights - Fund for Peace',0.41606,-0.019426,0.05461,0.41606,6.169925,-0.659913,cluster5
153,'0808N: GDP per capita  (current US$) - WDI','0485: Lending interest rate  (\%) - WDI',0.41502,0.221618,0.03189,0.41202,6.044394,-0.439775,cluster4
154,'0808N: GDP per capita  (current US$) - WDI','1021: Number of infant deaths - WDI',0.41389,0.403943,0.09556,0.41389,6.357552,-0.099736,cluster4
155,'0808N: GDP per capita  (current US$) - WDI','0779: Adjusted net national income  (constant 2005 US$) - WDI',0.41228,0.378098,0.06398,0.41228,6.169925,0.184884,cluster4
156,'0808N: GDP per capita  (current US$) - WDI','1952: Number of neonatal deaths (thousands) - WHO',0.41193,0.397512,0.0872,0.4093,6.285402,-0.120074,cluster4
157,'0808N: GDP per capita  (current US$) - WDI','2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO',0.41174,0.270616,0.03228,0.41174,6.209454,0.375664,cluster4
