@relation MINE-Indicator-2011-2707

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'2707N: Failed States Index Total - Fund for Peace - 1','0832: GNI per capita  (constant 2005 US$) - WDI - 764',0.70843,0.04040557,0.072920024,0.68659,4.169925,-0.8173276
'2707N: Failed States Index Total - Fund for Peace - 1','0643: Internet users  (per 100 people) - WDI - 584',0.70651,-0.047946453,0.08477998,0.68451,4.4594316,-0.8685945
'2707N: Failed States Index Total - Fund for Peace - 1','0642: Secure Internet servers  (per 1 million people) - WDI - 583',0.70428,0.22682664,0.0546,0.70428,4.321928,-0.69098
'2707N: Failed States Index Total - Fund for Peace - 1','0781: Adjusted net national income per capita  (current US$) - WDI - 713',0.6996,0.039452374,0.035479963,0.6996,4.321928,-0.8124947
'2707N: Failed States Index Total - Fund for Peace - 1','0830: GNI per capita; Atlas method  (current US$) - WDI - 762',0.69939,0.0664835,0.07850003,0.69939,4.321928,-0.7955542
'2707N: Failed States Index Total - Fund for Peace - 1','2717: Factionalized Elites - Fund for Peace - 1712',0.69524,-0.12709016,0.031570017,0.67556,4.4594316,0.90682423
'2707N: Failed States Index Total - Fund for Peace - 1','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI - 1014',0.68999,0.012610912,0.05851996,0.66705,4.4594316,-0.8230304
'2707N: Failed States Index Total - Fund for Peace - 1','1283: Mortality rate; infant  (per 1;000 live births) - WDI - 1189',0.67588,0.15915,0.10622001,0.66011,4.4594316,0.71883935
'2707N: Failed States Index Total - Fund for Peace - 1','1300: Age dependency ratio; young  (% of working-age population) - WDI - 1205',0.67341,0.14774418,0.19306001,0.65629,4.4594316,0.72502816
'2707N: Failed States Index Total - Fund for Peace - 1','1031: Mortality rate; neonatal  (per 1;000 live births) - WDI - 953',0.67338,0.12180561,0.10472,0.6544,4.4594316,0.74268055
'2707N: Failed States Index Total - Fund for Peace - 1','1286: Life expectancy at birth; total  (years) - WDI - 1191',0.67287,0.092987835,0.15335,0.65831,4.4594316,-0.76149994
'2707N: Failed States Index Total - Fund for Peace - 1','1295: Population ages 0-14  (% of total) - WDI - 1200',0.66844,0.09164053,0.16302001,0.65132,4.4594316,0.75947315
'2707N: Failed States Index Total - Fund for Peace - 1','1289: Survival to age 65; female  (% of cohort) - WDI - 1194',0.6679,0.18444717,0.17163,0.65115,4.4594316,-0.69530773
'2707N: Failed States Index Total - Fund for Peace - 1','1028: Mortality rate; under-5  (per 1;000 live births) - WDI - 952',0.66405,0.19449928,0.09937996,0.64828,4.4594316,0.6852377
'2707N: Failed States Index Total - Fund for Peace - 1','0539: Distance to frontier score  (0=lowest performance to 100=frontier) - WDI - 488',0.6625,0.026721716,0.082460046,0.6625,4.321928,-0.7973571
'2707N: Failed States Index Total - Fund for Peace - 1','2718: External Intervention - Fund for Peace - 1713',0.66227,-0.096391976,0.100250006,0.64753,4.4594316,0.87101203
'2707N: Failed States Index Total - Fund for Peace - 1','0808: GDP per capita  (current US$) - WDI - 740',0.6617,0.06704873,0.055400014,0.65067,4.4594316,-0.77113634
'2707N: Failed States Index Total - Fund for Peace - 1','0379: Electric power consumption  (kWh per capita) - WDI - 365',0.65748,0.28820476,0.04877001,0.62814,4.169925,-0.6076802
'2707N: Failed States Index Total - Fund for Peace - 1','2709: Refugees and IDPs - Fund for Peace - 1704',0.65608,-0.05160892,0.024300039,0.6439,4.4594316,0.8412425
'2707N: Failed States Index Total - Fund for Peace - 1','0353: Agriculture value added per worker  (constant 2005 US$) - WDI - 345',0.65115,0.22779685,0.04861,0.6297,4.321928,-0.6506559
'2707N: Failed States Index Total - Fund for Peace - 1','1954: Gross national income per capita (PPP int. $) - WHO - 1679',0.64556,0.12981075,0.061590016,0.64556,4.321928,-0.7181569
'2707N: Failed States Index Total - Fund for Peace - 1','0813: GDP per capita; PPP  (current international $) - WDI - 745',0.64474,0.14320809,0.065540016,0.64474,4.321928,-0.7081892
'2707N: Failed States Index Total - Fund for Peace - 1','0814: GDP per capita; PPP  (constant 2011 international $) - WDI - 746',0.64474,0.14320809,0.065540016,0.64474,4.321928,-0.7081892
'2707N: Failed States Index Total - Fund for Peace - 1','2711: Uneven Development - Fund for Peace - 1706',0.64341,-0.128057,0.072130024,0.64341,4.321928,0.87833196
'2707N: Failed States Index Total - Fund for Peace - 1','1049: Number of maternal deaths - WDI - 971',0.6429,0.5656659,0.11140001,0.63163,4.4594316,0.27791026
'2707N: Failed States Index Total - Fund for Peace - 1','0952: School enrollment; secondary  (% gross) - WDI - 882',0.64163,0.06682938,0.04002002,0.62537,4.169925,-0.75815606
'2707N: Failed States Index Total - Fund for Peace - 1','1035: Improved water source  (% of population with access) - WDI - 957',0.63688,0.19700554,0.05170998,0.62622,4.4594316,-0.6632303
'2707N: Failed States Index Total - Fund for Peace - 1','1901: Fixed-broadband subscriptions per 100 inhabitants - ITU - 1659',0.6362,-0.0995549,0.031949997,0.6362,4.321928,-0.85776156
'2707N: Failed States Index Total - Fund for Peace - 1','0953: School enrollment; secondary; female  (% gross) - WDI - 883',0.63492,0.07241237,0.0661,0.61309,4.169925,-0.75000507
'2707N: Failed States Index Total - Fund for Peace - 1','1285: Life expectancy at birth; female  (years) - WDI - 1190',0.63233,0.06814581,0.09828001,0.61618,4.4594316,-0.75112194
'2707N: Failed States Index Total - Fund for Peace - 1','0835: GNI per capita; PPP  (current international $) - WDI - 767',0.63038,0.09253055,0.046109974,0.63038,4.321928,-0.73338217
'2707N: Failed States Index Total - Fund for Peace - 1','0836: GNI per capita; PPP  (constant 2011 international $) - WDI - 768',0.63038,0.09254104,0.046109974,0.63038,4.321928,-0.733375
'2707N: Failed States Index Total - Fund for Peace - 1','0640: Fixed broadband subscriptions  (per 100 people) - WDI - 581',0.62364,-0.11088008,0.059589982,0.62364,4.321928,-0.8570415
'2707N: Failed States Index Total - Fund for Peace - 1','0380: Energy use  (kg of oil equivalent per capita) - WDI - 366',0.619,0.33201548,0.051019996,0.619,4.169925,-0.5357094
'2707N: Failed States Index Total - Fund for Peace - 1','1278: Birth rate; crude  (per 1;000 people) - WDI - 1185',0.61801,0.080445886,0.13158998,0.60717,4.4594316,0.7331876
'2707N: Failed States Index Total - Fund for Peace - 1','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI - 1183',0.61429,0.25055954,0.060790002,0.61429,4.321928,0.6031007
'2707N: Failed States Index Total - Fund for Peace - 1','2704: Corruption perceptions index - Transparency - 1699',0.61335,-0.13141096,0.023330003,0.61335,4.321928,-0.8629953
'2707N: Failed States Index Total - Fund for Peace - 1','0736: Agriculture; value added  (% of GDP) - WDI - 668',0.6119,0.1505974,0.023800015,0.59019,4.321928,0.6791926
'2707N: Failed States Index Total - Fund for Peace - 1','1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080',0.6097,0.17586961,0.051,0.6097,4.321928,-0.658658
'2707N: Failed States Index Total - Fund for Peace - 1','1415: Account at a financial institution; income; poorest 40%  (% ages 15+) - WDI - 1320',0.60838,-0.0662328,0.067499995,0.60838,4.169925,-0.8213482
'2707N: Failed States Index Total - Fund for Peace - 1','0954: School enrollment; secondary; male  (% gross) - WDI - 884',0.60528,0.038726687,0.034560025,0.58888,4.169925,-0.75269735
'2707N: Failed States Index Total - Fund for Peace - 1','1413: Account at a financial institution; male  (% age 15+) - WDI - 1318',0.6046,-0.031825423,0.071480036,0.6046,4.169925,-0.79776275
'2707N: Failed States Index Total - Fund for Peace - 1','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI - 987',0.60145,0.22767597,0.08378005,0.58266,4.4594316,0.6113706
'2707N: Failed States Index Total - Fund for Peace - 1','2712: Poverty and Economic Decline - Fund for Peace - 1707',0.60073,-0.09445071,0.032189995,0.58808,4.4594316,0.833775
'2707N: Failed States Index Total - Fund for Peace - 1','1414: Account at a financial institution; female  (% age 15+) - WDI - 1319',0.59909,-0.08273852,0.054659963,0.59909,4.169925,-0.8257291
'2707N: Failed States Index Total - Fund for Peace - 1','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU - 1656',0.59851,-0.029932737,0.039349973,0.58442,4.4594316,-0.7927438
'2707N: Failed States Index Total - Fund for Peace - 1','0638: Fixed telephone subscriptions  (per 100 people) - WDI - 579',0.59652,-0.03237158,0.06467003,0.58215,4.4594316,-0.79302686
'2707N: Failed States Index Total - Fund for Peace - 1','1016: Prevalence of anemia among children  (% of children under 5) - WDI - 943',0.59647,0.064389825,0.100250006,0.57464,4.4594316,0.72943825
'2707N: Failed States Index Total - Fund for Peace - 1','0978: School enrollment; tertiary  (% gross) - WDI - 908',0.59321,0.01166296,0.099999994,0.57557,4.169925,-0.7625923
'2707N: Failed States Index Total - Fund for Peace - 1','1287: Life expectancy at birth; male  (years) - WDI - 1192',0.59115,0.011495829,0.078940004,0.57384,4.4594316,-0.7613502
'2707N: Failed States Index Total - Fund for Peace - 1','1967: Total fertility rate (per woman) - WHO - 1684',0.59023,0.15900859,0.103079975,0.5678,4.4594316,0.6566745
'2707N: Failed States Index Total - Fund for Peace - 1','2710: Group Grievance - Fund for Peace - 1705',0.59008,-0.086888015,0.042739987,0.57225,4.4594316,0.82278067
'2707N: Failed States Index Total - Fund for Peace - 1','0289: Net official flows from UN agencies; UNDP  (current US$) - WDI - 281',0.58648,0.2656643,0.13419,0.56926,4.169925,0.56640595
'2707N: Failed States Index Total - Fund for Peace - 1','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD - 1327',0.58484,0.30844927,0.04857999,0.55918,4.169925,-0.52572876
'2707N: Failed States Index Total - Fund for Peace - 1','1034: Improved water source; urban  (% of urban population with access) - WDI - 956',0.58361,0.2747728,0.11837,0.56682,4.4594316,-0.55573124
'2707N: Failed States Index Total - Fund for Peace - 1','0571: Time to import  (days) - WDI - 517',0.58329,0.18848774,0.104089975,0.58329,4.321928,0.6283329
'2707N: Failed States Index Total - Fund for Peace - 1','1021: Number of infant deaths - WDI - 947',0.58244,0.53476554,0.05185002,0.57049,4.4594316,0.21834481
'2707N: Failed States Index Total - Fund for Peace - 1','1412: Account at a financial institution  (% age 15+) - WDI - 1317',0.58048,-0.092078686,0.09840998,0.58048,4.169925,-0.82009673
'2707N: Failed States Index Total - Fund for Peace - 1','1416: Account at a financial institution; income; richest 60%  (% ages 15+) - WDI - 1321',0.58048,-0.0722599,0.03233999,0.58048,4.169925,-0.8079232
'2707N: Failed States Index Total - Fund for Peace - 1','0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI - 439',0.58038,0.052096546,0.10299003,0.55221,4.169925,-0.72683114
'2707N: Failed States Index Total - Fund for Peace - 1','0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI - 705',0.57824,0.21430975,0.060830027,0.57824,4.321928,0.6032663
'2707N: Failed States Index Total - Fund for Peace - 1','1025: Number of neonatal deaths - WDI - 949',0.57485,0.5423127,0.053519994,0.55772,4.4594316,0.18038112
'2707N: Failed States Index Total - Fund for Peace - 1','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI - 972',0.57329,0.09616834,0.04863,0.56122,4.4594316,-0.6907399
'2707N: Failed States Index Total - Fund for Peace - 1','1051: Lifetime risk of maternal death  (%) - WDI - 973',0.57329,0.24284106,0.032570004,0.56122,4.4594316,0.57484686
'2707N: Failed States Index Total - Fund for Peace - 1','0460: Domestic credit to private sector by banks  (% of GDP) - WDI - 409',0.57203,0.053643525,0.12788,0.57203,4.321928,-0.7199906
'2707N: Failed States Index Total - Fund for Peace - 1','1290: Survival to age 65; male  (% of cohort) - WDI - 1195',0.56976,0.06488776,0.10003999,0.55324,4.4594316,-0.71054363
'2707N: Failed States Index Total - Fund for Peace - 1','1297: Population ages 65 and above  (% of total) - WDI - 1202',0.56938,0.013530672,0.10696,0.55081,4.4594316,-0.745553
'2707N: Failed States Index Total - Fund for Peace - 1','1895: Mobile-cellular telephone subscriptions - ITU - 1653',0.5684,0.17485291,0.05596,0.55772,4.4594316,-0.62733334
'2707N: Failed States Index Total - Fund for Peace - 1','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU - 1654',0.5684,0.17485291,0.05596,0.55772,4.4594316,-0.62733334
'2707N: Failed States Index Total - Fund for Peace - 1','0641: Secure Internet servers - WDI - 582',0.56639,0.49145457,0.13279998,0.56639,4.321928,-0.27374333
'2707N: Failed States Index Total - Fund for Peace - 1','1299: Age dependency ratio; old  (% of working-age population) - WDI - 1204',0.56518,0.030856788,0.11069,0.55359,4.4594316,-0.73097414
'2707N: Failed States Index Total - Fund for Peace - 1','0898: Pupil-teacher ratio; primary - WDI - 828',0.56203,0.1056256,0.07824999,0.54006,4.169925,0.6755771
'2707N: Failed States Index Total - Fund for Peace - 1','1058: Improved sanitation facilities  (% of population with access) - WDI - 975',0.56194,0.10894492,0.07021001,0.5508,4.4594316,-0.6730491
'2707N: Failed States Index Total - Fund for Peace - 1','0388: CO2 emissions  (metric tons per capita) - WDI - 374',0.56183,0.32051778,0.055639982,0.54695,4.4594316,-0.4912354
'2707N: Failed States Index Total - Fund for Peace - 1','1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI - 977',0.56014,0.16245309,0.108010024,0.55089,4.4594316,-0.63062423
'2707N: Failed States Index Total - Fund for Peace - 1','1288: Fertility rate; total  (births per woman) - WDI - 1193',0.55709,0.10933098,0.068450004,0.54,4.4594316,0.66914797
'2707N: Failed States Index Total - Fund for Peace - 1','1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI - 976',0.55619,0.10395476,0.07462001,0.54031,4.4594316,-0.6724844
'2707N: Failed States Index Total - Fund for Peace - 1','0636: Mobile cellular subscriptions  (per 100 people) - WDI - 577',0.54749,0.15862828,0.041509986,0.53227,4.4594316,-0.6235878
'2707N: Failed States Index Total - Fund for Peace - 1','0456: Commercial bank branches  (per 100;000 adults) - WDI - 406',0.54743,0.23962209,0.12895,0.54743,4.321928,-0.5548044
'2707N: Failed States Index Total - Fund for Peace - 1','1023: Number of under-five deaths - WDI - 948',0.54696,0.4941013,0.026789993,0.52846,4.4594316,0.22991021
'2707N: Failed States Index Total - Fund for Peace - 1','0759: Services; etc.; value added  (% of GDP) - WDI - 691',0.54434,0.2220102,0.12865004,0.5274,4.321928,-0.567741
'2707N: Failed States Index Total - Fund for Peace - 1','1924: Psychiatrists working in mental health sector (per 100;000) - WHO - 1666',0.54212,0.059117615,0.03323999,0.54212,4.321928,-0.6949837
'2707N: Failed States Index Total - Fund for Peace - 1','1903: Cellular subscribers (per 100 population) - WHO - 1660',0.54132,0.15202376,0.035270005,0.54132,4.321928,-0.6239361
'2707N: Failed States Index Total - Fund for Peace - 1','1033: Improved water source; rural  (% of rural population with access) - WDI - 955',0.5396,0.08576056,0.024369985,0.51883,4.4594316,-0.6736761
'2707N: Failed States Index Total - Fund for Peace - 1','0492: Domestic credit to private sector  (% of GDP) - WDI - 441',0.53218,0.077970594,0.07418001,0.53218,4.321928,-0.6739506
'2707N: Failed States Index Total - Fund for Peace - 1','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI - 786',0.52924,-0.092808664,0.061120003,0.52924,4.169925,-0.78870064
'2707N: Failed States Index Total - Fund for Peace - 1','0552: Documents to export  (number) - WDI - 499',0.52865,0.06705895,0.14304999,0.52865,4.321928,0.6794049
'2707N: Failed States Index Total - Fund for Peace - 1','1015: Prevalence of anemia among women of reproductive age  (% of women ages 15-49) - WDI - 942',0.52407,0.169707,0.11822,0.50864,4.4594316,0.595284
'2707N: Failed States Index Total - Fund for Peace - 1','1017: Prevalence of anemia among non-pregnant women  (% of women ages 15-49) - WDI - 944',0.52364,0.17465007,0.10871002,0.508,4.4594316,0.5907537
'2707N: Failed States Index Total - Fund for Peace - 1','1952: Number of neonatal deaths (thousands) - WHO - 1678',0.5226,0.49018478,0.12520999,0.50453,4.4594316,0.18004224
'2707N: Failed States Index Total - Fund for Peace - 1','2719: Human Flight - Fund for Peace - 1714',0.51785,-0.1133225,0.07453999,0.51785,3.807355,0.79446363
'2707N: Failed States Index Total - Fund for Peace - 1','0553: Time to export  (days) - WDI - 500',0.51225,0.15137354,0.11998999,0.51225,4.321928,0.60072994
'2707N: Failed States Index Total - Fund for Peace - 1','0059: ICT service exports  (BoP; current US$) - WDI - 56',0.5006,0.3211758,0.13442999,0.5006,4.169925,-0.4235849
'2707N: Failed States Index Total - Fund for Peace - 1','1073: People practicing open defecation; rural  (% of rural population) - WDI - 989',0.49952,0.25299913,0.15867001,0.49952,4.321928,0.4965087
'2707N: Failed States Index Total - Fund for Peace - 1','1093: Incidence of tuberculosis  (per 100;000 people) - WDI - 1008',0.4896,0.31496823,0.04340002,0.47562,4.4594316,0.41788965
'2707N: Failed States Index Total - Fund for Peace - 1','2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO - 1790',0.4888,0.31643194,0.106680006,0.4888,4.169925,-0.41517234
'2707N: Failed States Index Total - Fund for Peace - 1','2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO - 1783',0.48863,0.340418,0.14420998,0.48863,4.321928,-0.3849831
'2707N: Failed States Index Total - Fund for Peace - 1','1312: Rural population  (% of total population) - WDI - 1217',0.48707,0.08192772,0.075919986,0.47103,4.4594316,0.63650787
'2707N: Failed States Index Total - Fund for Peace - 1','0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI - 834',0.48596,0.38493705,0.18136,0.47268,4.169925,0.31784108
'2707N: Failed States Index Total - Fund for Peace - 1','1052: Prevalence of anemia among pregnant women  (%) - WDI - 974',0.48571,0.19654274,0.06781998,0.46798,4.4594316,0.53774273
'2707N: Failed States Index Total - Fund for Peace - 1','0887: School enrollment; preprimary; male  (% gross) - WDI - 817',0.48563,0.04308155,0.070030004,0.46725,4.169925,-0.66524315
'2707N: Failed States Index Total - Fund for Peace - 1','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO - 1780',0.48528,0.29660225,0.12743002,0.48528,4.321928,-0.43437052
'2707N: Failed States Index Total - Fund for Peace - 1','0886: School enrollment; preprimary; female  (% gross) - WDI - 816',0.48405,0.048863262,0.057549983,0.4571,4.169925,-0.65968686
'2707N: Failed States Index Total - Fund for Peace - 1','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI - 1184',0.48331,0.08489874,0.052619994,0.48331,4.321928,0.6311983
'2707N: Failed States Index Total - Fund for Peace - 1','0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI - 355',0.48255,0.41238794,0.12798002,0.48255,4.169925,-0.2648812
'2707N: Failed States Index Total - Fund for Peace - 1','1315: Urban population  (% of total) - WDI - 1220',0.48169,0.076527834,0.07053998,0.468,4.4594316,-0.6365235
'2707N: Failed States Index Total - Fund for Peace - 1','0577: Cost of business start-up procedures  (% of GNI per capita) - WDI - 521',0.48114,0.21741962,0.043610007,0.48114,4.321928,0.5135371
'2707N: Failed States Index Total - Fund for Peace - 1','1296: Population ages 15-64  (% of total) - WDI - 1201',0.48061,0.13860956,0.067009985,0.45358,4.4594316,-0.58480805
'2707N: Failed States Index Total - Fund for Peace - 1','1298: Age dependency ratio  (% of working-age population) - WDI - 1203',0.47965,0.12322888,0.067009985,0.45433,4.4594316,0.59701014
'2707N: Failed States Index Total - Fund for Peace - 1','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO - 1792',0.47867,0.28766584,0.104360014,0.47867,4.321928,-0.43704024
'2707N: Failed States Index Total - Fund for Peace - 1','1075: People practicing open defecation  (% of population) - WDI - 991',0.47645,0.24239808,0.10640001,0.47645,4.321928,0.48378912
'2707N: Failed States Index Total - Fund for Peace - 1','1402: Commercial service exports  (current US$) - WDI - 1307',0.47619,0.28820384,0.09771001,0.47619,4.321928,-0.43357372
'2707N: Failed States Index Total - Fund for Peace - 1','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO - 1738',0.47124,0.270769,0.12069002,0.4536,4.321928,-0.4477399
'2707N: Failed States Index Total - Fund for Peace - 1','0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI - 833',0.47099,0.33322963,0.14599001,0.44816,4.169925,0.37116084
'2707N: Failed States Index Total - Fund for Peace - 1','1103: Health expenditure; public  (% of GDP) - WDI - 1018',0.47065,0.035448223,0.085699975,0.44499,4.4594316,-0.65969825
'2707N: Failed States Index Total - Fund for Peace - 1','0625: Burden of customs procedure; WEF  (1=extremely inefficient to 7=extremely efficient) - WDI - 566',0.46919,0.0426085,0.1272,0.46919,4.169925,-0.6531321
'2707N: Failed States Index Total - Fund for Peace - 1','0885: School enrollment; preprimary  (% gross) - WDI - 815',0.4675,0.024897456,0.08353001,0.4478,4.169925,-0.6652838
'2707N: Failed States Index Total - Fund for Peace - 1','0570: Documents to import  (number) - WDI - 516',0.46717,0.01644373,0.10431999,0.46717,4.321928,0.6713615
'2707N: Failed States Index Total - Fund for Peace - 1','1323: International tourism; receipts for travel items  (current US$) - WDI - 1228',0.46659,0.33371574,0.12102002,0.46659,4.321928,-0.36451918
'2707N: Failed States Index Total - Fund for Peace - 1','1362: Merchandise imports from high-income economies  (% of total merchandise imports) - WDI - 1267',0.46508,0.07747933,0.10462999,0.46508,4.321928,-0.6225758
'2707N: Failed States Index Total - Fund for Peace - 1','0066: Service exports  (BoP; current US$) - WDI - 63',0.46401,0.27944678,0.077539995,0.46401,4.321928,-0.42960823
'2707N: Failed States Index Total - Fund for Peace - 1','0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI - 34',0.46193,0.27811927,0.11058,0.43799,4.169925,-0.42873156
'2707N: Failed States Index Total - Fund for Peace - 1','0056: Net capital account  (BoP; current US$) - WDI - 53',0.46147,0.45397177,0.23030001,0.46147,4.169925,-0.0865924
'2707N: Failed States Index Total - Fund for Peace - 1','0897: Primary education; pupils  (% female) - WDI - 827',0.4611,0.32997644,0.17676002,0.43458,4.321928,-0.3621099
'2707N: Failed States Index Total - Fund for Peace - 1','2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO - 1719',0.45865,0.45473576,0.22433,0.42928,4.321928,-0.06256393
'2707N: Failed States Index Total - Fund for Peace - 1','0062: Primary income receipts  (BoP; current US$) - WDI - 59',0.45658,0.29097566,0.05817002,0.45658,4.321928,-0.40694514
'2707N: Failed States Index Total - Fund for Peace - 1','2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO - 1793',0.45528,0.30590975,0.12507,0.43669,4.321928,-0.38648447
'2707N: Failed States Index Total - Fund for Peace - 1','2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO - 1740',0.45512,0.43802324,0.14146999,0.435,4.321928,-0.1307546
'2707N: Failed States Index Total - Fund for Peace - 1','0944: Secondary education; pupils  (% female) - WDI - 874',0.4518,0.30010408,0.12520999,0.4518,4.169925,-0.38948157
'2707N: Failed States Index Total - Fund for Peace - 1','0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI - 832',0.45099,0.3917021,0.145,0.4332,4.169925,0.24349107
'2707N: Failed States Index Total - Fund for Peace - 1','0844: Net taxes on products  (current US$) - WDI - 776',0.45065,0.34708095,0.109160006,0.45065,4.169925,-0.32182145
'2707N: Failed States Index Total - Fund for Peace - 1','2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO - 1741',0.45034,0.44305646,0.08974999,0.43336,4.321928,-0.08534362
'2707N: Failed States Index Total - Fund for Peace - 1','0825: GNI  (constant 2005 US$) - WDI - 757',0.44587,0.3712631,0.15649,0.42592,4.169925,-0.27314267
'2707N: Failed States Index Total - Fund for Peace - 1','2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO - 1747',0.44497,0.35520154,0.11164999,0.43049,4.321928,-0.29961386
'2707N: Failed States Index Total - Fund for Peace - 1','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO - 1812',0.4446,0.27387604,0.10402998,0.41672,4.169925,-0.41318753
'2707N: Failed States Index Total - Fund for Peace - 1','0029: Cereal yield  (kg per hectare) - WDI - 26',0.44277,0.341459,0.06946999,0.44277,4.321928,-0.31829387
'2707N: Failed States Index Total - Fund for Peace - 1','1095: External resources for health  (% of total expenditure on health) - WDI - 1010',0.4426,0.23363747,0.061079994,0.4426,4.169925,0.4571242
'2707N: Failed States Index Total - Fund for Peace - 1','2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO - 1734',0.44252,0.3159182,0.07696,0.41835,4.321928,-0.35581148
'2707N: Failed States Index Total - Fund for Peace - 1','2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO - 1718',0.44244,0.35196045,0.14500001,0.42254,4.321928,-0.30079818
'2707N: Failed States Index Total - Fund for Peace - 1','0626: Quality of port infrastructure; WEF  (1=extremely underdeveloped to 7=well developed and efficient by international standards) - WDI - 567',0.4418,0.01148656,0.111499995,0.4418,3.321928,-0.6559828
'2707N: Failed States Index Total - Fund for Peace - 1','2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO - 1789',0.43945,0.31240767,0.05463001,0.40679,4.321928,-0.35643
