@relation MINE-Indicator-2006TO2013-0811_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
306,'0811N: GDP per capita growth  (annual \%) - WDI','2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO',0.15791,0.156109,0.03348,0.15791,6.129283,-0.042443,cluster8
307,'0811N: GDP per capita growth  (annual \%) - WDI','0237: PPG; multilateral  (INT; current US$) - WDI',0.15786,0.150604,0.01176,0.15786,5.954197,0.085181,cluster6
308,'0811N: GDP per capita growth  (annual \%) - WDI','0221: Average grant element on new external debt commitments; private  (\%) - WDI',0.15781,0.147714,0.02787,0.15781,5.954197,0.10048,cluster6
309,'0811N: GDP per capita growth  (annual \%) - WDI','0284: Net financial flows; RDB concessional  (NFL; current US$) - WDI',0.15777,0.153248,0.00788,0.15777,5.954197,0.067249,cluster6
310,'0811N: GDP per capita growth  (annual \%) - WDI','0691: Gross national expenditure deflator  (base year varies by country) - WDI',0.15773,0.157729,0.03938,0.15773,6.129283,0.001016,cluster8
311,'0811N: GDP per capita growth  (annual \%) - WDI','0939: Lower secondary completion rate; female  (\% of relevant age group) - WDI',0.15766,0.157104,0.02043,0.15766,6.044394,-0.023584,cluster8
312,'0811N: GDP per capita growth  (annual \%) - WDI','0103: Net bilateral aid flows from DAC donors; Japan  (current US$) - WDI',0.15753,0.156709,0.0278,0.15753,6.209454,0.02866,cluster8
313,'0811N: GDP per capita growth  (annual \%) - WDI','0806: GDP; PPP  (constant 2011 international $) - WDI',0.15751,0.157495,0.03243,0.15508,6.459432,0.00387,cluster8
314,'0811N: GDP per capita growth  (annual \%) - WDI','1103: Health expenditure; public  (\% of GDP) - WDI',0.15749,0.141887,0.03088,0.15749,6.426265,-0.124912,cluster2
315,'0811N: GDP per capita growth  (annual \%) - WDI','0185: External debt stocks; long-term  (DOD; current US$) - WDI',0.15714,0.150813,0.0251,0.15714,5.954197,0.079545,cluster6
316,'0811N: GDP per capita growth  (annual \%) - WDI','0936: Children out of school; male  (\% of male primary school age) - WDI',0.15702,0.156073,0.01437,0.1541,6.087463,-0.030776,cluster8
317,'0811N: GDP per capita growth  (annual \%) - WDI','0264: Net flows on external debt; short-term  (NFL; current US$) - WDI',0.15692,0.1429,0.01864,0.15692,5.954197,0.118405,cluster0
318,'0811N: GDP per capita growth  (annual \%) - WDI','1266: Refugee population by country or territory of origin - WDI',0.15692,0.155844,0.02956,0.15692,6.426265,0.0328,cluster8
319,'0811N: GDP per capita growth  (annual \%) - WDI','0163: Disbursements on external debt; public and publicly guaranteed (PPG)  (DIS; current US$) - WDI',0.15687,0.15155,0.01139,0.15687,5.954197,0.072939,cluster6
320,'0811N: GDP per capita growth  (annual \%) - WDI','0224: Average interest on new external debt commitments; private  (\%) - WDI',0.15685,0.144636,0.03804,0.15685,5.954197,0.110515,cluster0
321,'0811N: GDP per capita growth  (annual \%) - WDI','0168: PPG; multilateral concessional  (DIS; current US$) - WDI',0.15673,0.151136,0.00404,0.15673,5.954197,0.074795,cluster6
322,'0811N: GDP per capita growth  (annual \%) - WDI','0062: Primary income receipts  (BoP; current US$) - WDI',0.15647,0.151475,0.048,0.15398,6.392317,-0.070672,cluster2
323,'0811N: GDP per capita growth  (annual \%) - WDI','0049: Net trade in goods and services  (BoP; current US$) - WDI',0.15638,0.155511,0.03321,0.15365,6.247928,0.029473,cluster8
324,'0811N: GDP per capita growth  (annual \%) - WDI','0160: Disbursements on external debt; long-term + IMF  (DIS; current US$) - WDI',0.15637,0.151311,0.00705,0.15637,5.954197,0.071129,cluster6
325,'0811N: GDP per capita growth  (annual \%) - WDI','0157: PPG; bilateral  (DIS; current US$) - WDI',0.15636,0.149391,0.00852,0.15636,5.954197,0.083482,cluster0
326,'0811N: GDP per capita growth  (annual \%) - WDI','0216: Average grace period on new external debt commitments  (years) - WDI',0.15634,0.142363,0.01347,0.15634,5.954197,0.118224,cluster0
327,'0811N: GDP per capita growth  (annual \%) - WDI','0203: PNG; commercial banks and other creditors  (DOD; current US$) - WDI',0.15627,0.150562,0.01077,0.15627,5.954197,0.075551,cluster6
328,'0811N: GDP per capita growth  (annual \%) - WDI','0283: PPG; private creditors  (NFL; current US$) - WDI',0.15619,0.15461,0.00958,0.15619,5.954197,0.039746,cluster6
329,'0811N: GDP per capita growth  (annual \%) - WDI','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO',0.15617,0.156151,0.03143,0.15329,6.169925,0.004408,cluster8
330,'0811N: GDP per capita growth  (annual \%) - WDI','0664: General government final consumption expenditure  (constant LCU) - WDI',0.15611,0.153477,0.01944,0.15312,6.129283,0.051312,cluster8
331,'0811N: GDP per capita growth  (annual \%) - WDI','0161: Disbursements on external debt; long-term  (DIS; current US$) - WDI',0.15603,0.150993,0.007,0.15603,5.954197,0.070969,cluster0
332,'0811N: GDP per capita growth  (annual \%) - WDI','0846: Net taxes on products  (constant LCU) - WDI',0.15603,0.154267,0.0337,0.15332,6.129283,0.041993,cluster8
333,'0811N: GDP per capita growth  (annual \%) - WDI','0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI',0.15599,0.14948,0.02036,0.15599,5.954197,0.080684,cluster6
334,'0811N: GDP per capita growth  (annual \%) - WDI','0842: Net income from abroad  (current LCU) - WDI',0.15592,0.153715,0.04443,0.15323,6.285402,-0.046957,cluster8
335,'0811N: GDP per capita growth  (annual \%) - WDI','0133: PPG; private creditors  (AMT; current US$) - WDI',0.15589,0.150074,0.02465,0.15589,5.954197,0.076262,cluster6
336,'0811N: GDP per capita growth  (annual \%) - WDI','2713: Legitimacy of the State - Fund for Peace',0.1558,0.134816,0.05062,0.1558,6.209454,0.14486,cluster8
337,'0811N: GDP per capita growth  (annual \%) - WDI','0188: External debt stocks; short-term  (DOD; current US$) - WDI',0.15569,0.144607,0.02787,0.15569,5.954197,0.105276,cluster0
338,'0811N: GDP per capita growth  (annual \%) - WDI','0834: GNI per capita  (constant LCU) - WDI',0.15569,0.153205,0.02596,0.15283,6.129283,0.049849,cluster8
339,'0811N: GDP per capita growth  (annual \%) - WDI','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO',0.15563,0.151201,0.03104,0.15563,6.129283,-0.066549,cluster8
340,'0811N: GDP per capita growth  (annual \%) - WDI','0331: Debt service on external debt; long-term  (TDS; current US$) - WDI',0.15561,0.149551,0.01411,0.15561,5.954197,0.07784,cluster0
341,'0811N: GDP per capita growth  (annual \%) - WDI','1270: Depth of the food deficit  (kilocalories per person per day) - WDI',0.15557,0.14335,0.01017,0.15255,6.044394,0.110542,cluster1
342,'0811N: GDP per capita growth  (annual \%) - WDI','0352: Undisbursed external debt; private creditors  (UND; current US$) - WDI',0.15553,0.151577,0.02261,0.15553,5.954197,0.06287,cluster6
343,'0811N: GDP per capita growth  (annual \%) - WDI','0058: Technical cooperation grants  (BoP; current US$) - WDI',0.15508,0.153522,0.02527,0.15211,6.044394,0.039468,cluster8
344,'0811N: GDP per capita growth  (annual \%) - WDI','0628: Air transport; freight  (million ton-km) - WDI',0.15493,0.152921,0.02776,0.15241,6.247928,-0.044827,cluster8
345,'0811N: GDP per capita growth  (annual \%) - WDI','0212: External debt stocks; variable rate  (DOD; current US$) - WDI',0.15482,0.149442,0.02711,0.15482,5.954197,0.073333,cluster0
346,'0811N: GDP per capita growth  (annual \%) - WDI','0422: CO2 emissions from other sectors; excluding residential buildings and commercial and public services  (\% of total fuel combustion) - WDI',0.15468,0.147399,0.02134,0.15191,6.209454,0.085331,cluster8
347,'0811N: GDP per capita growth  (annual \%) - WDI','1328: Import volume index  (2000 = 100) - WDI',0.15463,0.145579,0.01728,0.15463,6.285402,0.095135,cluster8
348,'0811N: GDP per capita growth  (annual \%) - WDI','2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO',0.15458,0.15371,0.03948,0.15175,6.087463,0.029496,cluster8
349,'0811N: GDP per capita growth  (annual \%) - WDI','1314: Urban population - WDI',0.15456,0.152174,0.02368,0.15456,6.459432,0.048849,cluster8
350,'0811N: GDP per capita growth  (annual \%) - WDI','0679: Household final consumption expenditure; PPP  (current international $) - WDI',0.15455,0.154356,0.01877,0.15455,6.285402,-0.013925,cluster8
351,'0811N: GDP per capita growth  (annual \%) - WDI','0804: GDP  (constant LCU) - WDI',0.15451,0.153006,0.03145,0.15451,6.321928,0.038787,cluster8
352,'0811N: GDP per capita growth  (annual \%) - WDI','1058: Improved sanitation facilities  (\% of population with access) - WDI',0.15441,0.143461,0.01837,0.15273,6.426265,-0.104636,cluster3
353,'0811N: GDP per capita growth  (annual \%) - WDI','2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO',0.15434,0.153529,0.0264,0.15139,6.169925,-0.028475,cluster8
354,'0811N: GDP per capita growth  (annual \%) - WDI','0733: Agriculture; value added  (constant 2005 US$) - WDI',0.15425,0.151544,0.02754,0.15183,6.357552,0.052017,cluster8
355,'0811N: GDP per capita growth  (annual \%) - WDI','0801: GDP  (current LCU) - WDI',0.15421,0.153713,0.02019,0.15421,6.321928,0.022303,cluster8
356,'0811N: GDP per capita growth  (annual \%) - WDI','0784: Adjusted net savings; including particulate emission damage  (current US$) - WDI',0.15418,0.146468,0.02511,0.15418,6,0.087819,cluster6
357,'0811N: GDP per capita growth  (annual \%) - WDI','0048: Net primary income  (BoP; current US$) - WDI',0.15417,0.153256,0.04424,0.15154,6.247928,-0.030228,cluster8
358,'0811N: GDP per capita growth  (annual \%) - WDI','0180: External debt stocks; total  (DOD; current US$) - WDI',0.15402,0.146306,0.01645,0.15402,5.954197,0.087831,cluster0
359,'0811N: GDP per capita growth  (annual \%) - WDI','2710: Group Grievance - Fund for Peace',0.15379,0.134583,0.08353,0.15379,6.209454,0.138589,cluster4
360,'0811N: GDP per capita growth  (annual \%) - WDI','0223: Average interest on new external debt commitments; official  (\%) - WDI',0.15372,0.13747,0.02015,0.15372,5.954197,0.127475,cluster0
361,'0811N: GDP per capita growth  (annual \%) - WDI','0461: Bank liquid reserves to bank assets ratio  (\%) - WDI',0.15371,0.148477,0.01311,0.15066,6,0.072343,cluster6
362,'0811N: GDP per capita growth  (annual \%) - WDI','0707: Gross fixed capital formation  (constant 2005 US$) - WDI',0.15363,0.152082,0.01828,0.15117,6.209454,-0.039347,cluster1
363,'0811N: GDP per capita growth  (annual \%) - WDI','0744: Industry; value added  (current LCU) - WDI',0.15354,0.152923,0.0256,0.15354,6.247928,0.024848,cluster8
364,'0811N: GDP per capita growth  (annual \%) - WDI','1379: Export volume index  (2000 = 100) - WDI',0.15349,0.144471,0.01782,0.15349,6.285402,0.094971,cluster1
365,'0811N: GDP per capita growth  (annual \%) - WDI','0282: PPG; other private creditors  (NFL; current US$) - WDI',0.15337,0.152757,0.0258,0.15337,5.954197,-0.024753,cluster0
366,'0811N: GDP per capita growth  (annual \%) - WDI','2725: Merchandise trade-Imports-Agricultural products (US dollar at current prices) - WTO',0.15334,0.152086,0.02645,0.15036,6.209454,-0.03541,cluster8
367,'0811N: GDP per capita growth  (annual \%) - WDI','0829: GNI; PPP  (constant 2011 international $) - WDI',0.15328,0.15328,0.02858,0.15328,6.247928,0.00014,cluster8
368,'0811N: GDP per capita growth  (annual \%) - WDI','0218: Average grace period on new external debt commitments; private  (years) - WDI',0.1532,0.145885,0.02829,0.1532,5.954197,0.085526,cluster0
369,'0811N: GDP per capita growth  (annual \%) - WDI','0792: Discrepancy in expenditure estimate of GDP  (current LCU) - WDI',0.1532,0.152268,0.04026,0.1532,6.209454,-0.030533,cluster8
370,'0811N: GDP per capita growth  (annual \%) - WDI','0791: GDP deflator  (base year varies by country) - WDI',0.15314,0.153138,0.03725,0.15314,6.321928,-0.00129,cluster8
371,'0811N: GDP per capita growth  (annual \%) - WDI','0721: Imports of goods and services  (current LCU) - WDI',0.15308,0.151444,0.02305,0.15059,6.285402,0.040452,cluster8
372,'0811N: GDP per capita growth  (annual \%) - WDI','0270: Net financial flows; IDA  (NFL; current US$) - WDI',0.1529,0.149812,0.01607,0.1529,6.087463,0.055572,cluster1
373,'0811N: GDP per capita growth  (annual \%) - WDI','0152: Currency composition of PPG debt; SDR  (\%) - WDI',0.15278,0.152772,0.02699,0.15278,5.954197,0.002847,cluster0
374,'0811N: GDP per capita growth  (annual \%) - WDI','0831: GNI per capita  (current LCU) - WDI',0.15276,0.152187,0.03115,0.15026,6.321928,0.023929,cluster8
375,'0811N: GDP per capita growth  (annual \%) - WDI','0553: Time to export  (days) - WDI',0.15271,0.127534,0.02969,0.1507,6.426265,0.158668,cluster3
376,'0811N: GDP per capita growth  (annual \%) - WDI','0126: PPG; multilateral concessional  (AMT; current US$) - WDI',0.15266,0.144462,0.0219,0.15266,5.954197,0.090542,cluster0
377,'0811N: GDP per capita growth  (annual \%) - WDI','2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO',0.15252,0.148035,0.01297,0.15252,6.087463,-0.066973,cluster1
378,'0811N: GDP per capita growth  (annual \%) - WDI','2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO',0.15245,0.147992,0.02787,0.14971,6.209454,-0.066771,cluster1
379,'0811N: GDP per capita growth  (annual \%) - WDI','0244: PPG; other private creditors  (INT; current US$) - WDI',0.15244,0.13942,0.02862,0.15244,5.954197,0.114104,cluster0
380,'0811N: GDP per capita growth  (annual \%) - WDI','1049: Number of maternal deaths - WDI',0.15243,0.149887,0.02693,0.1511,6.426265,0.050432,cluster3
381,'0811N: GDP per capita growth  (annual \%) - WDI','2737: Merchandise trade-Imports-Automotive products (US dollar at current prices) - WTO',0.15243,0.148951,0.03946,0.1497,6.209454,-0.05898,cluster8
382,'0811N: GDP per capita growth  (annual \%) - WDI','1362: Merchandise imports from high-income economies  (\% of total merchandise imports) - WDI',0.15242,0.132621,0.02805,0.15036,6.426265,-0.140707,cluster3
383,'0811N: GDP per capita growth  (annual \%) - WDI','0341: PPG; multilateral concessional  (TDS; current US$) - WDI',0.15238,0.144902,0.02436,0.15238,5.954197,0.086474,cluster0
384,'0811N: GDP per capita growth  (annual \%) - WDI','0718: Gross capital formation  (constant LCU) - WDI',0.15232,0.149817,0.02398,0.15232,6.129283,0.050025,cluster8
385,'0811N: GDP per capita growth  (annual \%) - WDI','2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO',0.1523,0.151413,0.03183,0.1523,6.285402,-0.029783,cluster8
386,'0811N: GDP per capita growth  (annual \%) - WDI','0921: Repeaters; primary; female  (\% of female enrollment) - WDI',0.1522,0.152112,0.01808,0.1522,6.169925,-0.009385,cluster1
387,'0811N: GDP per capita growth  (annual \%) - WDI','0217: Average grace period on new external debt commitments; official  (years) - WDI',0.15217,0.131696,0.00855,0.15217,5.954197,0.143086,cluster0
388,'0811N: GDP per capita growth  (annual \%) - WDI','0091: Net bilateral aid flows from DAC donors; Switzerland  (current US$) - WDI',0.1521,0.152098,0.02383,0.14918,6.044394,0.001479,cluster1
389,'0811N: GDP per capita growth  (annual \%) - WDI','2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO',0.15209,0.152069,0.02384,0.14934,6.209454,0.004596,cluster1
390,'0811N: GDP per capita growth  (annual \%) - WDI','1265: Refugee population by country or territory of asylum - WDI',0.15208,0.151831,0.02357,0.14925,6.321928,0.015784,cluster1
391,'0811N: GDP per capita growth  (annual \%) - WDI','0359: Electricity production from oil; gas and coal sources  (\% of total) - WDI',0.15201,0.150655,0.03951,0.15201,6.169925,-0.036807,cluster8
392,'0811N: GDP per capita growth  (annual \%) - WDI','0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI',0.15193,0.150256,0.01948,0.14947,6.209454,-0.04092,cluster1
393,'0811N: GDP per capita growth  (annual \%) - WDI','0817: Gross domestic savings  (current US$) - WDI',0.15191,0.15182,0.03295,0.14953,6.392317,-0.00947,cluster3
394,'0811N: GDP per capita growth  (annual \%) - WDI','2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO',0.15191,0.138252,0.0276,0.14865,6.044394,-0.116867,cluster1
395,'0811N: GDP per capita growth  (annual \%) - WDI','0243: PNG; commercial banks and other creditors  (INT; current US$) - WDI',0.15188,0.147453,0.01395,0.15188,5.954197,0.066539,cluster0
396,'0811N: GDP per capita growth  (annual \%) - WDI','0186: External debt stocks; private nonguaranteed (PNG)  (DOD; current US$) - WDI',0.15176,0.146236,0.01343,0.15176,5.954197,0.074324,cluster0
397,'0811N: GDP per capita growth  (annual \%) - WDI','0737: Manufacturing; value added  (current US$) - WDI',0.15169,0.151431,0.02788,0.14965,6.392317,-0.016105,cluster3
398,'0811N: GDP per capita growth  (annual \%) - WDI','0205: External debt stocks; long-term private sector  (DOD; current US$) - WDI',0.15165,0.14611,0.0151,0.15165,5.954197,0.074428,cluster0
399,'0811N: GDP per capita growth  (annual \%) - WDI','0376: Fossil fuel energy consumption  (\% of total) - WDI',0.1516,0.14503,0.03126,0.1493,6.247928,-0.081056,cluster1
400,'0811N: GDP per capita growth  (annual \%) - WDI','0885: School enrollment; preprimary  (\% gross) - WDI',0.15151,0.141124,0.02686,0.14884,6.209454,-0.101912,cluster1
401,'0811N: GDP per capita growth  (annual \%) - WDI','0121: Principal repayments on external debt; private nonguaranteed (PNG)  (AMT; current US$) - WDI',0.15142,0.145672,0.02619,0.15142,5.954197,0.075812,cluster0
402,'0811N: GDP per capita growth  (annual \%) - WDI','0420: CO2 emissions from electricity and heat production; total  (\% of total fuel combustion) - WDI',0.15137,0.148161,0.04627,0.14879,6.209454,-0.056651,cluster8
403,'0811N: GDP per capita growth  (annual \%) - WDI','0086: Net bilateral aid flows from DAC donors; Australia  (current US$) - WDI',0.15135,0.148954,0.01904,0.15135,5.954197,0.048949,cluster0
404,'0811N: GDP per capita growth  (annual \%) - WDI','1388: Merchandise exports  (current US$) - WDI',0.15124,0.150268,0.0434,0.14899,6.459432,-0.031172,cluster3
405,'0811N: GDP per capita growth  (annual \%) - WDI','0481: Consumer price index  (2010 = 100) - WDI',0.15123,0.146381,0.01719,0.14882,6.247928,-0.069636,cluster1
406,'0811N: GDP per capita growth  (annual \%) - WDI','0313: PPG; private creditors  (NTR; current US$) - WDI',0.15116,0.150787,0.02603,0.15116,5.954197,0.019306,cluster0
407,'0811N: GDP per capita growth  (annual \%) - WDI','1213: Ratio of female to male labor force participation rate (\%)  (modeled ILO estimate) - WDI',0.15103,0.150443,0.0401,0.15103,6.392317,0.024232,cluster3
408,'0811N: GDP per capita growth  (annual \%) - WDI','2799: Balance of Payments-Exports-Government goods and services n.i.e. (US dollar at current prices) - WTO',0.15093,0.147033,0.03291,0.15093,6.129283,-0.062429,cluster1
409,'0811N: GDP per capita growth  (annual \%) - WDI','1375: Commercial service imports  (current US$) - WDI',0.15081,0.148515,0.03504,0.14859,6.392317,-0.047903,cluster3
410,'0811N: GDP per capita growth  (annual \%) - WDI','0788: Exports as a capacity to import  (constant LCU) - WDI',0.15078,0.148329,0.03368,0.15078,6.129283,0.049503,cluster8
411,'0811N: GDP per capita growth  (annual \%) - WDI','0687: Final consumption expenditure  (current US$) - WDI',0.15076,0.149588,0.02044,0.15076,6.209454,-0.034235,cluster1
412,'0811N: GDP per capita growth  (annual \%) - WDI','0073: Primary income on FDI; payments  (current US$) - WDI',0.15072,0.140248,0.01692,0.15072,5.954197,0.102332,cluster0
413,'0811N: GDP per capita growth  (annual \%) - WDI','0809: GDP per capita  (current LCU) - WDI',0.15069,0.15015,0.03091,0.15069,6.321928,0.023245,cluster8
414,'0811N: GDP per capita growth  (annual \%) - WDI','2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO',0.15067,0.150137,0.03456,0.15067,6.285402,-0.023097,cluster8
415,'0811N: GDP per capita growth  (annual \%) - WDI','0884: Pupil-teacher ratio; preprimary - WDI',0.15059,0.147478,0.01328,0.15059,6.044394,0.055786,cluster1
416,'0811N: GDP per capita growth  (annual \%) - WDI','0886: School enrollment; preprimary; female  (\% gross) - WDI',0.15054,0.140678,0.02118,0.15054,6.169925,-0.099306,cluster1
417,'0811N: GDP per capita growth  (annual \%) - WDI','1404: High-technology exports  (\% of manufactured exports) - WDI',0.15049,0.150182,0.01818,0.14744,6.247928,0.017549,cluster1
418,'0811N: GDP per capita growth  (annual \%) - WDI','0131: PNG; commercial banks and other creditors  (AMT; current US$) - WDI',0.15043,0.144579,0.02665,0.15043,5.954197,0.076489,cluster0
419,'0811N: GDP per capita growth  (annual \%) - WDI','2806: Balance of Payments-Imports-Other services (US dollar at current prices) - WTO',0.15032,0.148047,0.01878,0.14747,6.209454,-0.047679,cluster1
420,'0811N: GDP per capita growth  (annual \%) - WDI','0362: Electricity production from natural gas sources  (\% of total) - WDI',0.15027,0.148468,0.02798,0.15027,6.169925,-0.042448,cluster1
421,'0811N: GDP per capita growth  (annual \%) - WDI','0743: Industry; value added  (current US$) - WDI',0.15013,0.149716,0.02575,0.15013,6.392317,-0.02034,cluster3
422,'0811N: GDP per capita growth  (annual \%) - WDI','0456: Commercial bank branches  (per 100;000 adults) - WDI',0.14997,0.141505,0.00986,0.14997,6.392317,-0.092006,cluster3
423,'0811N: GDP per capita growth  (annual \%) - WDI','0219: Average grant element on new external debt commitments  (\%) - WDI',0.14991,0.145347,0.0135,0.14991,5.954197,0.067553,cluster0
424,'0811N: GDP per capita growth  (annual \%) - WDI','0064: Insurance and financial services  (\% of service exports; BoP) - WDI',0.14981,0.12181,0.02273,0.14981,6.285402,-0.167331,cluster1
425,'0811N: GDP per capita growth  (annual \%) - WDI','0346: PNG; commercial banks and other creditors  (TDS; current US$) - WDI',0.14979,0.144118,0.02602,0.14979,5.954197,0.075315,cluster0
426,'0811N: GDP per capita growth  (annual \%) - WDI','1299: Age dependency ratio; old  (\% of working-age population) - WDI',0.14975,0.139191,0.02759,0.14975,6.426265,-0.102758,cluster3
427,'0811N: GDP per capita growth  (annual \%) - WDI','0940: Lower secondary completion rate; male  (\% of relevant age group) - WDI',0.14949,0.148719,0.01433,0.14949,6.044394,-0.027771,cluster1
428,'0811N: GDP per capita growth  (annual \%) - WDI','2715: Human Rights - Fund for Peace',0.14938,0.123806,0.05716,0.14938,6.209454,0.159918,cluster4
429,'0811N: GDP per capita growth  (annual \%) - WDI','0364: Electricity production from oil sources  (\% of total) - WDI',0.14932,0.146574,0.02949,0.14932,6.169925,-0.052405,cluster1
430,'0811N: GDP per capita growth  (annual \%) - WDI','0727: External balance on goods and services  (current LCU) - WDI',0.14924,0.148849,0.02241,0.14691,6.285402,-0.019772,cluster1
431,'0811N: GDP per capita growth  (annual \%) - WDI','0574: Time required to enforce a contract  (days) - WDI',0.14909,0.148762,0.04427,0.14663,6.392317,0.018106,cluster3
432,'0811N: GDP per capita growth  (annual \%) - WDI','0093: Net bilateral aid flows from DAC donors; Germany  (current US$) - WDI',0.14901,0.148791,0.02125,0.14901,6.169925,0.014815,cluster1
433,'0811N: GDP per capita growth  (annual \%) - WDI','0637: Fixed telephone subscriptions - WDI',0.14897,0.148095,0.02374,0.14666,6.459432,0.029573,cluster3
434,'0811N: GDP per capita growth  (annual \%) - WDI','1313: Urban population growth  (annual \%) - WDI',0.14893,0.14878,0.02245,0.14893,6.459432,0.012259,cluster3
435,'0811N: GDP per capita growth  (annual \%) - WDI','1097: Out-of-pocket health expenditure  (\% of private expenditure on health) - WDI',0.14891,0.146564,0.03166,0.14891,6.426265,0.048438,cluster3
436,'0811N: GDP per capita growth  (annual \%) - WDI','2727: Merchandise trade-Imports-Fuels and mining products (US dollar at current prices) - WTO',0.14891,0.148863,0.02193,0.14598,6.209454,-0.006891,cluster1
437,'0811N: GDP per capita growth  (annual \%) - WDI','0478: Money and quasi money  to total reserves ratio (M2) - WDI',0.14889,0.141557,0.02742,0.14889,6.129283,-0.085631,cluster1
438,'0811N: GDP per capita growth  (annual \%) - WDI','0772: Adjusted savings: particulate emission damage  (current US$) - WDI',0.14888,0.147851,0.03307,0.14633,6.247928,0.032071,cluster1
439,'0811N: GDP per capita growth  (annual \%) - WDI','0660: General government final consumption expenditure  (current US$) - WDI',0.14885,0.146791,0.01991,0.14659,6.392317,-0.045377,cluster3
440,'0811N: GDP per capita growth  (annual \%) - WDI','0078: Personal remittances; received  (\% of GDP) - WDI',0.14883,0.148152,0.03235,0.14883,6.357552,0.026029,cluster3
441,'0811N: GDP per capita growth  (annual \%) - WDI','2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO',0.14881,0.148638,0.02626,0.14597,6.209454,-0.013123,cluster1
442,'0811N: GDP per capita growth  (annual \%) - WDI','0335: Public and publicly guaranteed debt service  (\% of GNI) - WDI',0.1488,0.147246,0.00842,0.1488,6,-0.039418,cluster1
443,'0811N: GDP per capita growth  (annual \%) - WDI','1343: Tariff rate; applied; weighted mean; all products  (\%) - WDI',0.14878,0.147525,0.01839,0.14878,6.044394,0.035432,cluster1
444,'0811N: GDP per capita growth  (annual \%) - WDI','0045: Current account balance  (BoP; current US$) - WDI',0.14876,0.146259,0.03693,0.14639,6.247928,0.050008,cluster1
445,'0811N: GDP per capita growth  (annual \%) - WDI','0902: Gross intake ratio in first grade of primary education; female  (\% of relevant age group) - WDI',0.14873,0.132771,0.0145,0.14873,6.209454,0.126328,cluster1
446,'0811N: GDP per capita growth  (annual \%) - WDI','0089: Net bilateral aid flows from DAC donors; Canada  (current US$) - WDI',0.14871,0.148651,0.01348,0.14554,6.169925,0.007703,cluster1
447,'0811N: GDP per capita growth  (annual \%) - WDI','1952: Number of neonatal deaths (thousands) - WHO',0.14871,0.140724,0.05432,0.14617,6.285402,0.089362,cluster4
448,'0811N: GDP per capita growth  (annual \%) - WDI','0162: Disbursements on external debt; private nonguaranteed (PNG)  (DIS; current US$) - WDI',0.14869,0.143945,0.00873,0.14869,5.954197,0.068881,cluster0
449,'0811N: GDP per capita growth  (annual \%) - WDI','0104: Net bilateral aid flows from DAC donors; Korea; Rep.  (current US$) - WDI',0.14865,0.14746,0.01028,0.14592,6.129283,0.034495,cluster1
450,'0811N: GDP per capita growth  (annual \%) - WDI','0731: Agriculture; value added  (current US$) - WDI',0.14863,0.145399,0.01959,0.14628,6.426265,0.056845,cluster3
451,'0811N: GDP per capita growth  (annual \%) - WDI','2716: Security Apparatus - Fund for Peace',0.14859,0.132752,0.04584,0.14859,6.209454,0.12585,cluster4
452,'0811N: GDP per capita growth  (annual \%) - WDI','0123: PPG; IBRD  (AMT; current US$) - WDI',0.1484,0.139607,0.02501,0.1484,5.954197,0.093772,cluster0
453,'0811N: GDP per capita growth  (annual \%) - WDI','0005: Agricultural land  (\% of land area) - WDI',0.14839,0.133878,0.03186,0.14607,6.459432,0.120465,cluster3
454,'0811N: GDP per capita growth  (annual \%) - WDI','2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO',0.14836,0.145503,0.02962,0.14567,6.209454,-0.053447,cluster1
455,'0811N: GDP per capita growth  (annual \%) - WDI','1028: Mortality rate; under-5  (per 1;000 live births) - WDI',0.14825,0.143244,0.01863,0.14825,6.426265,0.07075,cluster3
456,'0811N: GDP per capita growth  (annual \%) - WDI','1398: Merchandise exports by the reporting economy  (current US$) - WDI',0.14823,0.147242,0.03319,0.14587,6.426265,-0.03143,cluster3
457,'0811N: GDP per capita growth  (annual \%) - WDI','0303: PPG; IBRD  (NTR; current US$) - WDI',0.14816,0.147824,0.02895,0.14816,5.954197,0.018319,cluster0
