Country,0808N: GDP per capita  (current US$) - WDI - 0,1458: Influenza vaccination rates - TOT (AGRWTH) - OECD - 1,1461: Influenza vaccination rates - TOT (IDX2010) - OECD - 2,1505: Elderly population - TOT (PC_POP) - OECD - 3,1507: Employment rate - TOT (PC_WKGPOP) - OECD - 4,1510: Employment rate - TOT (THND_PER) - OECD - 5,1513: Employment rate by age group - 15_24 (PC_AGE) - OECD - 6,1517: Employment by activity - AGR (THND_PER) - OECD - 7,1529: Exchange rates - TOT (NATUSD) - OECD - 8,1576: Investment (GFCF) - TOT (AGRWTH) - OECD - 9,1590: Grants by private agencies and NGOs - TOT (MLN_SDR) - OECD - 10,1629: Hours worked - TOT (HR_WKD) - OECD - 11,1630: Harmonised unemployment rate (HUR) - TOT (PC_LF) - OECD - 12,1642: Infant mortality rates - TOT (IDX2010) - OECD - 13,1652: Labour force - TOT (THND_PER) - OECD - 14,1663: Long-term interest rates - TOT (PC_PA) - OECD - 15,1669: National area distribution - TOT (IDX2010) - OECD - 16,1672: Broad money (M3) - TOT (IDX2010) - OECD - 17,1738: Passenger transport - TOT (PC_CHG) - OECD - 18,1756: Population - TOT (AGRWTH) - OECD - 19,1757: Population - TOT (MLN_PER) - OECD - 20,1760: Producer protection - TOT (AGRWTH) - OECD - 21,1763: Producer protection - TOT (IDX2010) - OECD - 22,1775: Quarterly GDP - TOT (PC_CHGPP) - OECD - 23,1789: Self-employment rate - TOT (PC_EMP) - OECD - 24,1792: Short-term interest rates - TOT (IDX2010) - OECD - 25,1802: Short-term interest rates forecast - TOT (PC_PA) - OECD - 26,1845: Trade in goods and services - EXP (MLN_USD) - OECD - 27,1848: Trade in goods and services - IMP (MLN_USD) - OECD - 28,1858: Urban population by city size - EMP (IDX2010) - OECD - 29,1860: Urban population by city size - EMP (PC_CHGPP) - OECD - 30,1865: Unemployment rate - TOT (PC_LF) - OECD - 31,1885: Working age population - TOT (PC_POP) - OECD - 32,1890: Young population - TOT (PC_POP) - OECD - 33,1891: Youth unemployment rate - TOT (PC_YOUTHLF) - OECD - 34,2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO - 35,2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO - 36
020: Bulgaria (BGR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467000000.0,580000000.0
021: Bahrain (BHR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179400000.0,168000000.0
022: Bahamas (BHS),1550.33743362372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,69600000.0
023: Bosnia and Herzegovina (BIH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024: Belarus (BLR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
025: Belize (BLZ),304.910281357897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6694110.0,13692000.0
026: Bermuda (BMU),1902.4021189224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027: Bolivia (BOL),152.461763245467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61000000.0,64990000.0
028: Brazil (BRA),209.198785141057,,,,,,,,0.0,,437.62,,,,,,,,,3.036163,67.669,,,,,,,,,,,,,,,1282000000.0,1374000000.0
029: Barbados (BRB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27261400.0,43669400.0
030: Brunei (BRN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000.0,20000000.0
031: Bhutan (BTN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032: Botswana (BWA),58.0338467505224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9380000.0,9520000.0
033: Central African Republic (CAF),74.5962911297981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15409900.0,17366600.0
034: Canada (CAN),2294.56881421577,1.210121,13.16543,7.658943,,5870.083,,807.0,0.959117,,2037.0,,5.991667,,6241.667,5.048333,1.836985,,11.0358177515477,2.355301,17.861,0.6516073,16.36695,,,4.651903,5.1825,,,,,5.991667,60.14154,33.71191,,5616590000.0,6143300000.0
035: Central Europe and the Baltics (CEB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036: Switzerland (CHE),1790.0,-0.6495383,23.70019,10.11733,,,,,4.37295,,2060.0,,,25.69521,,3.076667,3.478625,,17.3583951449764,1.276845,5.26275,,,,,5.040897,,,,,,,65.64154,24.24113,,1663410000.0,1890710000.0
037: Channel Islands (CHI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
038: Chile (CHL),547.285026578366,,,4.71983,,,,,0.000944,,127.8,,,,,,,,,2.411932,7.467409,,,,,,,,,,,,56.0205,39.25967,,494900000.0,491470000.0
039: China (CHN),88.722497622435,,,,,,,,2.461809,,,,,,,,,,,1.625381,640.3575,,,,,,,,,,,,,,,3172460000.0,2892180000.0
040: Cote d'Ivoire (CIV),157.19336512971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140569000.0,128457000.0
041: Cameroon (CMR),115.407313460354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108000000.0,82000000.0
042: Congo (COG),129.966783679841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14178400.0,56308700.0
043: Colombia (COL),245.197460492652,,,,,,,,6.4,,215.77,,,,,,,,,,,,,,,,,,,,,,,,,473000000.0,415388000.0
044: Comoros (COM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2969370.0,3228640.0
045: Cape Verde (CPV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11118300.0,13180900.0
046: Costa Rica (CRI),380.720647233651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76700000.0,102700000.0
047: Caribbean small states (CSS),457.46471203794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048: Cuba (CUB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638000000.0,742000000.0
049: Curaçao (CUW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050: Cayman Islands (CYM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051: Cyprus (CYP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53205600.0,115091000.0
052: Czech Republic (CZE),,,,9.385007,,,,,,,,,,,,,,,,0.4585442,9.618554,,,,,,,,,,,,64.79059,25.8244,,,
053: Germany (DEU),,0.8963178,24.27309,10.70778,,,,3820.0,2.147426,,4791.0,,,28.62688,26337.0,5.766667,,,25.4215790271253,1.075665,54.876,,,,23.59498,,,,,,,,68.25206,21.03834,,9807140000.0,8530950000.0
054: Djibouti (DJI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19200000.0,31000000.0
055: Dominica (DMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847660.0,5767990.0
056: Denmark (DNK),1364.51716017255,,,10.41846,,,,,6.90714,,329.0,,,,,,,,49.119602751063,0.7167614,4.548658,,,,,,,,,,,,63.87968,25.702,,1398260000.0,1602110000.0
057: Dominican Republic (DOM),204.126211013288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130140000.0,135125000.0
058: Algeria (DZA),244.82373534345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365602000.0,1139950000.0
059: East Asia & Pacific (developing only) (EAP),89.3196387483802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060: East Asia & Pacific (all income levels) (EAS),146.814137996928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
061: Europe & Central Asia (developing only) (ECA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062: Europe & Central Asia (all income levels) (ECS),648.217249016969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
063: Ecuador (ECU),222.266960557926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141370000.0,98720000.0
064: Egypt (EGY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460743000.0,638062000.0
065: Euro area (EMU),924.571392984188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
066: Eritrea (ERI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067: Spain (ESP),396.0,7.309779,2.825552,8.099014,,,,,0.306514,,199.0,,,,,,,,,0.8060183,30.016,,,,,,,,,,,,64.66885,27.23214,,501000000.0,795000000.0
068: Estonia (EST),,,,10.49395,,,,,,,,,,,,,,,,1.166384,1.198895,,,,,,,,,,,,66.67302,22.82464,,,
069: Ethiopia (ETH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72128100.0,84082300.0
070: European Union (EUU),876.477907011713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071: Fragile and conflict affected situations (FCS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072: Finland (FIN),1179.35301099994,1.451613,7.867939,7.189989,,,,,0.538201,,326.0,,,12.08652,,,,,47.2544951590595,0.8027523,4.395,,,,,0.808145,,,,,,,62.09329,30.71672,,835312000.0,835000000.0
073: Fiji (FJI),285.559793882226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40961900.0,42517100.0
074: France (FRA),1338.29960630568,5.815256,10.01882,11.60533,,19625.0,,4323.0,0.75265,4.561583,1736.0,2180.22,,36.6611,19888.0,,,,-4.78180906202975,1.006675,45.23973,,,,31.35735,5.892922,,34261.5363,33186.1036,,,,62.31046,26.08422,,5621360000.0,5094120000.0
075: Faroe Islands (FRO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,16000000.0
076: Micronesia (FSM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077: Gabon (GAB),283.397626089531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44520300.0,27627700.0
078: United Kingdom (GBR),1380.0,0.5811731,6.453902,11.63484,,,,,0.357143,,2800.0,,,54.86603,24856.5,,,,16.8683548420693,0.5866068,51.956,,,4.108403,7.633588,2.891757,,,,,,,65.0666,23.30433,,9951200000.0,11443600000.0
079: Georgia (GEO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080: Ghana (GHA),182.979246224725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313178000.0,316398000.0
081: Guinea (GIN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000000.0,62000000.0
082: Gambia (GMB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8282420.0,8814420.0
083: Guinea-Bissau (GNB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6908000.0,8462610.0
084: Equatorial Guinea (GNQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,16000000.0
085: Greece (GRC),533.686381232649,2.609646,1.105019,7.992844,,,,,0.088042,,225.0,,,,,,,,,1.040397,8.258162,,,,,,,,,,,,65.74226,26.2649,,204233000.0,566967000.0
086: Grenada (GRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4414660.0,7294570.0
087: Greenland (GRL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,15000000.0
088: Guatemala (GTM),252.83730925451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102060000.0,117940000.0
089: Guam (GUM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7275000.0,
090: Guyana (GUY),301.683094344469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60596500.0,64749800.0
091: High income (HIC),1240.38595531043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092: Hong Kong (HKG),429.443883314054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573649000.0,866423000.0
093: Honduras (HND),167.629460234636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68650000.0,71050000.0
094: Heavily indebted poor countries (HIPC) (HPC),107.416612443009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
095: Croatia (HRV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096: Haiti (HTI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27980000.0,33870000.0
097: Hungary (HUN),,,,8.865855,,,,,,,,,,,,,,,,0.5565675,9.937,,,,,,,,,,,,65.58318,25.55097,,770000000.0,793000000.0
098: Indonesia (IDN),,,,,,,,,,,,,,,,,,,,2.387463,86.59516,,,,,,,,,,,,,,,931000000.0,482700000.0
099: Isle of Man (IMY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100: India (IND),83.7946836721907,4.557539,2.483287,,,,,,4.7619,,814.297,,,,,,0.167996,0.06150209,,1.960409,440.6871,,,,,0.7792141,,,,,,,,,,1323000000.0,1990170000.0
101: Ireland (IRL),685.61471237976,,,11.07675,,1051.0,,,0.453478,,325.0,,,,1129.0,,,,20.18026515747,-0.248887,2.8456,,,,,1.780686,,,,,,,58.22673,30.69651,,365960000.0,595280000.0
102: Iran (IRN),191.680859980161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676449000.0,501700000.0
103: Iraq (IRQ),231.025680627323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605472000.0,326200000.0
104: Iceland (ISL),1414.98226940621,1.004184,0.04080326,7.951248,,,,,0.162857,,11.0,,,,,,0.002057781,,,2.07346,0.1723,,,,,,,,,,,,57.39988,34.64887,,65087800.0,94561500.0
105: Israel (ISR),1365.74969889232,,,4.782879,,,,,0.00018,,123.95,,,,,,,,,2.805532,2.0887,,,,,,,,,,,,59.09896,36.12295,,178800000.0,435600000.0
106: Italy (ITA),804.492623346178,-0.5073529,4.052593,9.413115,,,,,0.320764,,3120.0,,,27.76289,,,,,21.0816624047033,0.5856667,48.604,,,,,8.769953,,,,,,,67.77971,25.33536,,2928830000.0,3389200000.0
107: Jamaica (JAM),429.13631939207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129122000.0,192220000.0
108: Jordan (JOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10292800.0,112924000.0
109: Japan (JPN),478.995340162869,1.082213,18.3112,5.602702,,43356.67,,13472.5,360.0,,1446.0,,2.225,10.4771,44333.33,,0.7367588,,,1.046625,92.973,,,,48.09689,7.133735,,,,,,2.225,64.16486,30.23351,,3456390000.0,3599440000.0
110: Kazakhstan (KAZ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111: Kenya (KEN),97.6215305786395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107100000.0,172200000.0
112: Kyrgyzstan (KGZ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113: Cambodia (KHM),111.342479726807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,70000000.0
114: Kiribati (KIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099999.0,3002000.0
115: St. Kitts and Nevis (KNA),242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,7000000.0
116: South Korea (KOR),155.59694766176,3.179371,1.367978,,,,,,50.0,9.133334,147.3,,,,,,,,,,,,,,,,,136.3855,1300.0006,,,,,,,20000000.0,304000000.0
117: Kosovo (KSV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118: Kuwait (KWT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829920000.0,258160000.0
119: Latin America & Caribbean (developing only) (LAC),246.085732436959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120: Laos (LAO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,27250000.0
121: Lebanon (LBN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,221807000.0
122: Liberia (LBR),170.037685863071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66900000.0,43000000.0
123: Libya (LBY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10360000.0,113680000.0
124: St. Lucia (LCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3702410.0,5854320.0
125: Latin America & Caribbean (all income levels) (LCN),367.81164269831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126: Least developed countries: UN classification (LDC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127: Low income (LIC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128: Liechtenstein (LIE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129: Sri Lanka (LKA),143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368340000.0,435750000.0
130: Lower middle income (LMC),97.9808313099582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131: Low & middle income (LMY),111.868543777961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132: Lesotho (LSO),40.6140721693278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,15000000.0
133: Lithuania (LTU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134: Luxembourg (LUX),2242.0158166161,0.3868793,17.01257,10.71915,,,,,1.239468,,,,,39.57299,,,,,,0.6130293,0.311508,,,,,,,,,,,,68.29905,20.9818,,,
135: Latvia (LVA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136: Macao (MAC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9720000.0,27190000.0
137: St. Martin (French part) (MAF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138: Morocco (MAR),165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296735000.0,299524000.0
139: Monaco (MCO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140: Moldova (MDA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141: Madagascar (MDG),131.99308778984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75546800.0,119528000.0
142: Maldives (MDV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2444400.0,4000000.0
143: Middle East & North Africa (all income levels) (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144: Mexico (MEX),342.016187342239,,,,,,,,0.0125,,458.0,,,,,,,,,,,,,,,,,,,,,,,,,752720000.0,1006640000.0
145: Marshall Islands (MHL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146: Middle income (MIC),114.303416428746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147: Macedonia (MKD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148: Mali (MLI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,33000000.0
149: Malta (MLT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11323200.0,78047200.0
150: Myanmar (MMR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223608000.0,223083000.0
151: Middle East & North Africa (developing only) (MNA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152: Montenegro (MNE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153: Mongolia (MNG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154: Northern Mariana Islands (MNP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155: Mozambique (MOZ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66000000.0,120000000.0
156: Mauritania (MRT),107.91477526747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,24000000.0
157: Mauritius (MUS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60816100.0,60249100.0
158: Malawi (MWI),45.0339773199284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000.0,37000000.0
159: Malaysia (MYS),234.802457334292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039450000.0,765708000.0
160: North America (NAC),2940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161: Namibia (NAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162: New Caledonia (NCL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,28000000.0
163: Niger (NER),132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11549400.0,7239110.0
164: Nigeria (NGA),92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457800000.0,502880000.0
165: Nicaragua (NIC),128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72190000.0,66840000.0
166: Netherlands (NLD),1070.0,,,8.85596,,,,,1.724365,,1442.0,,,21.40081,,4.398334,,,,1.437014,11.34763,,,,,9.011824,,,,,,,61.11031,30.03373,,4135000000.0,4661840000.0
167: High income: nonOECD (NOC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168: Norway (NOR),1440.0,2.286136,8.977346,10.74241,,,,,7.14286,,281.0,,,17.9928,,,,,0.351353980188593,0.8794326,3.556,,,,26.10267,,,,,,,,63.18898,26.06862,,810460000.0,1322860000.0
169: Nepal (NPL),50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,29000000.0
170: New Zealand (NZL),2310.0,3.826993,4.957564,8.736617,,852.0,,,0.714288,,217.0,,0.1172333,,853.0,,,,,2.143482,2.335,,,,,,,,,,,0.1172333,58.75803,32.50535,,821657000.0,647078000.0
171: High income: OECD (OEC),1448.14247866687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172: OECD members (OED),1360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173: Oman (OMN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,17000000.0
174: Other small states (OSS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175: Pakistan (PAK),82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000000.0,376500000.0
176: Panama (PAN),367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25274000.0,107000000.0
177: Peru (PER),249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314203000.0,291766000.0
